CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCountries,FirstPurchase,LastPurchase,CustomerLifetimeDays,ActiveMonths,RevenuePerMonth,AvgQuantityPerOrder,Churn,ChurnProbability,PredictedChurn
12372.0,72,3,1298.04,794,24.962307692307693,34,1,2011-02-16 12:46:00,2011-09-29 12:12:00,224,7.5,173.07,264.67,0,0.0049722222222222225,0
12373.0,311,3,1127.65,516,22.11078431372549,36,1,2010-02-04 12:08:00,2011-02-01 13:10:00,362,12.1,93.19,172.0,1,0.9793412518853694,1
12374.0,25,4,2989.2200000000003,1362,36.01469879518073,79,1,2010-04-30 14:01:00,2011-11-14 15:37:00,563,18.8,159.0,340.5,0,0.010058862433862434,0
12375.0,11,2,457.5,178,26.91176470588235,14,1,2011-09-02 14:23:00,2011-11-29 10:36:00,87,2.9,157.76,89.0,0,0.04188552188552189,0
12376.0,390,2,503.15,240,38.70384615384615,11,1,2010-10-18 08:42:00,2010-11-15 12:15:00,28,0.9,559.06,120.0,1,0.9921142529653167,1
12377.0,315,4,3426.32,2105,22.54157894736842,129,1,2010-04-29 15:34:00,2011-01-28 15:45:00,274,9.1,376.52,526.25,1,0.9921036833536835,1
12378.0,130,2,5416.32,3316,17.994418604651162,281,1,2010-05-26 14:07:00,2011-08-02 10:34:00,432,14.4,376.13,1658.0,1,0.9588814572080825,1
12379.0,82,4,1620.22,815,20.00271604938272,58,1,2010-06-23 12:49:00,2011-09-19 10:09:00,452,15.1,107.3,203.75,0,0.014491978609625669,0
12380.0,22,11,9676.3,3355,34.93249097472925,156,1,2010-02-15 12:05:00,2011-11-18 11:27:00,640,21.3,454.29,305.0,0,0.003611111111111112,0
12381.0,5,5,1845.31,808,21.21045977011494,70,1,2011-08-12 09:57:00,2011-12-05 12:44:00,115,3.8,485.61,161.6,0,0.014226190476190474,0
12383.0,185,5,1850.56,1532,18.69252525252525,84,1,2010-12-22 14:28:00,2011-06-08 08:02:00,167,5.6,330.46,306.4,1,0.9867792022792021,1
12384.0,29,2,585.27,126,21.676666666666662,26,1,2011-08-10 11:23:00,2011-11-11 08:39:00,92,3.1,188.8,63.0,0,0.022025012025012024,0
12385.0,379,1,1938.4,612,29.821538461538463,65,1,2010-11-25 15:14:00,2010-11-25 15:14:00,0,1.0,1938.4,612.0,1,0.9898264652014652,1
12386.0,338,2,401.9,354,40.19,10,1,2010-12-08 09:53:00,2011-01-06 12:37:00,29,1.0,401.9,177.0,1,0.988145687645688,1
12387.0,415,1,143.94,134,15.993333333333332,9,1,2010-10-20 16:27:00,2010-10-20 16:27:00,0,1.0,143.94,134.0,1,0.9889780404780404,1
12388.0,16,8,3901.11,2001,26.71993150684932,83,1,2010-05-06 12:54:00,2011-11-24 12:30:00,566,18.9,206.41,250.12,0,0.018454785954785956,0
12389.0,403,3,1433.33,614,29.251632653061225,41,1,2010-02-22 10:15:00,2010-11-02 11:52:00,253,8.4,170.63,204.67,1,0.9959057239057238,1
12390.0,80,1,549.84,353,17.1825,32,1,2011-09-21 09:33:00,2011-09-21 09:33:00,0,1.0,549.84,353.0,0,0.018735891301680775,0
12391.0,22,6,2724.84,1204,10.205393258426966,241,1,2010-02-15 10:12:00,2011-11-18 12:07:00,641,21.4,127.33,200.67,0,0.0045985060690943045,0
12392.0,591,1,234.75000000000003,73,33.53571428571429,7,1,2010-04-27 14:04:00,2010-04-27 14:04:00,0,1.0,234.75,73.0,1,0.9972962777530534,1
12393.0,72,6,2399.45,1311,22.424766355140186,63,1,2010-10-07 13:49:00,2011-09-28 15:41:00,356,11.9,201.63,218.5,0,0.003985042735042735,0
12394.0,64,2,1272.48,819,47.12888888888889,26,2,2011-05-06 14:01:00,2011-10-07 08:08:00,153,5.1,249.51,409.5,0,0.012414613164613165,0
12395.0,19,15,4721.17,3205,19.50896694214876,145,1,2010-04-16 10:16:00,2011-11-20 15:21:00,583,19.4,243.36,213.67,0,0.0020000000000000005,0
12396.0,674,1,931.43,591,14.329692307692309,65,1,2010-02-03 13:22:00,2010-02-03 13:22:00,0,1.0,931.43,591.0,1,0.9881100381100383,1
12397.0,36,2,2409.9,1263,19.12619047619048,110,1,2011-07-27 14:21:00,2011-11-04 09:52:00,99,3.3,730.27,631.5,0,0.024801411551411554,0
12398.0,46,1,1635.66,1394,19.24305882352941,85,1,2011-10-25 10:27:00,2011-10-25 10:27:00,0,1.0,1635.66,1394.0,0,0.03806013820487505,0
12399.0,119,7,1962.3,2198,17.83909090909091,67,1,2010-03-05 08:45:00,2011-08-12 13:15:00,525,17.5,112.13,314.0,1,0.9815602684352686,1
12400.0,414,1,205.25,91,18.65909090909091,11,1,2010-10-21 13:45:00,2010-10-21 13:45:00,0,1.0,205.25,91.0,1,0.9847221587892288,1
12401.0,303,1,84.3,11,16.86,5,1,2011-02-09 13:50:00,2011-02-09 13:50:00,0,1.0,84.3,11.0,1,0.9938782051282051,1
12402.0,323,6,1256.9,584,17.955714285714286,43,1,2010-02-07 12:41:00,2011-01-20 13:49:00,347,11.6,108.35,97.33,1,0.9898465423465423,1
12403.0,50,2,1019.36,260,113.26222222222222,5,1,2010-07-06 11:39:00,2011-10-21 10:51:00,471,15.7,64.93,130.0,0,0.054014744514744514,0
12404.0,682,1,63.24,1,63.24,1,1,2010-01-26 16:25:00,2010-01-26 16:25:00,0,1.0,63.24,1.0,1,1.0,1
12405.0,149,1,1710.39,857,31.67388888888889,54,1,2011-07-14 08:52:00,2011-07-14 08:52:00,0,1.0,1710.39,857.0,1,0.9872671395368765,1
12406.0,22,5,6390.36,3416,38.49614457831325,114,1,2010-01-11 14:04:00,2011-11-17 19:22:00,675,22.5,284.02,683.2,0,0.0006060606060606061,0
12407.0,50,5,1708.12,1416,22.18337662337662,57,1,2011-03-20 13:21:00,2011-10-21 10:11:00,214,7.1,240.58,283.2,0,0.006241269841269842,0
12408.0,33,8,4340.77,2229,27.30044025157233,104,1,2010-07-29 13:27:00,2011-11-07 12:27:00,465,15.5,280.05,278.62,0,0.01971995596995597,0
12409.0,79,7,23419.29,13143,88.70943181818183,177,1,2010-05-23 15:21:00,2011-09-22 10:38:00,486,16.2,1445.64,1877.57,0,0.04404341736694679,0
12410.0,309,3,1013.71,341,25.34275,36,1,2010-07-25 13:26:00,2011-02-04 10:39:00,193,6.4,158.39,113.67,1,1.0,1
12411.0,410,1,346.9,138,15.768181818181818,22,1,2010-10-26 09:25:00,2010-10-26 09:25:00,0,1.0,346.9,138.0,1,0.9937502840979924,1
12412.0,75,6,2596.93,1997,20.448267716535437,82,1,2010-06-18 13:22:00,2011-09-26 10:16:00,464,15.5,167.54,332.83,0,0.025871591371591375,0
12413.0,67,4,999.45,319,19.59705882352941,41,2,2010-11-02 13:26:00,2011-10-04 09:00:00,335,11.2,89.24,79.75,0,0.021498015873015867,0
12414.0,217,6,952.41,495,34.01464285714286,21,1,2010-09-02 12:22:00,2011-05-06 14:51:00,246,8.2,116.15,82.5,1,0.9940813881107999,1
12415.0,24,28,144458.37,91447,156.00255939524837,498,1,2010-06-30 08:30:00,2011-11-15 14:22:00,503,16.8,8598.71,3265.96,0,0.02964196914196914,0
12416.0,657,1,202.56,132,18.41454545454545,11,1,2010-02-21 10:19:00,2010-02-21 10:19:00,0,1.0,202.56,132.0,1,0.990459226680858,1
12417.0,3,20,6797.41,2884,18.42116531165312,270,2,2009-12-06 10:30:00,2011-12-06 14:52:00,730,24.3,279.73,144.2,0,0.0,0
12418.0,113,4,2021.2,1088,19.815686274509805,90,1,2010-03-19 14:47:00,2011-08-19 11:08:00,517,17.2,117.51,272.0,1,0.9675573631161869,1
12419.0,386,2,503.01,231,20.1204,23,1,2010-10-22 10:40:00,2010-11-19 10:04:00,27,0.9,558.9,115.5,1,0.9927780336290972,1
12420.0,64,1,600.39,345,20.70310344827586,29,1,2011-10-07 08:55:00,2011-10-07 08:55:00,0,1.0,600.39,345.0,0,0.02483201739780687,0
12421.0,16,6,1098.6,652,16.90153846153846,44,1,2010-07-22 13:57:00,2011-11-24 09:07:00,489,16.3,67.4,108.67,0,0.00642043142043142,0
12422.0,96,17,5231.8,2596,30.41744186046512,137,2,2009-12-18 12:44:00,2011-09-05 09:48:00,625,20.8,251.53,152.71,1,0.9038413900913901,1
12423.0,1,10,2622.39,1793,15.893272727272729,128,2,2010-08-31 09:31:00,2011-12-09 10:10:00,465,15.5,169.19,179.3,0,0.013482702482702481,0
12424.0,163,4,3340.03,2025,36.30467391304347,78,1,2010-06-09 15:15:00,2011-06-30 12:06:00,385,12.8,260.94,506.25,1,0.9852863756613757,1
12425.0,78,2,1741.41,1147,19.136373626373626,87,1,2010-09-17 14:10:00,2011-09-22 17:31:00,370,12.3,141.58,573.5,0,0.009213397713397714,0
12426.0,195,2,1345.21,584,17.470259740259742,73,1,2010-02-15 08:41:00,2011-05-29 12:26:00,468,15.6,86.23,292.0,1,0.9913703703703706,1
12427.0,22,3,825.8000000000001,533,26.63870967741936,26,1,2010-12-03 10:44:00,2011-11-18 08:56:00,349,11.6,71.19,177.67,0,0.016501452251452255,0
12428.0,26,9,7956.46,3536,27.062789115646257,258,1,2011-03-01 09:33:00,2011-11-14 08:22:00,257,8.6,925.17,392.89,0,0.01567906167906168,0
12429.0,9,8,6204.41,2890,40.55169934640523,124,2,2010-06-11 13:28:00,2011-11-30 17:22:00,537,17.9,346.62,361.25,0,0.013868316868316868,0
12430.0,43,1,256.4,117,23.30909090909091,11,1,2011-10-27 15:09:00,2011-10-27 15:09:00,0,1.0,256.4,117.0,0,0.020858850959914788,0
12431.0,36,27,10432.22,4600,26.74928205128205,244,2,2010-01-15 09:04:00,2011-11-04 11:55:00,658,21.9,476.36,170.37,0,0.0,0
12432.0,43,5,5059.32,1801,46.84555555555556,107,1,2011-06-20 13:27:00,2011-10-28 11:43:00,129,4.3,1176.59,360.2,0,0.013707912457912457,0
12433.0,1,10,16794.14,13534,30.04318425760286,285,1,2010-08-20 09:23:00,2011-12-09 10:02:00,476,15.9,1056.24,1353.4,0,0.032116455439984856,0
12434.0,85,3,1103.43,532,15.763285714285717,62,1,2010-11-23 13:38:00,2011-09-16 12:38:00,296,9.9,111.46,177.33,0,0.011415584415584417,0
12435.0,80,6,13925.93,4958,124.33866071428572,88,1,2009-12-02 13:58:00,2011-09-21 09:06:00,657,21.9,635.89,826.33,0,0.0113011063011063,0
12436.0,100,1,509.01,211,31.813125,16,1,2011-09-01 12:09:00,2011-09-01 12:09:00,0,1.0,509.01,211.0,1,0.9821991495502134,1
12437.0,2,39,12683.4,8000,22.52824156305506,273,1,2009-12-02 16:24:00,2011-12-08 11:35:00,735,24.5,517.69,205.13,0,0.0,0
12438.0,14,2,2906.85,1180,29.66173469387755,84,1,2011-07-22 13:29:00,2011-11-25 13:28:00,125,4.2,692.11,590.0,0,0.027328948828948832,0
12439.0,683,2,1142.88,478,16.096901408450705,69,1,2009-12-14 08:40:00,2010-01-26 12:11:00,43,1.4,816.34,239.0,1,0.9715079365079365,1
12440.0,462,2,859.2,331,26.85,21,1,2009-12-22 12:03:00,2010-09-03 13:11:00,255,8.5,101.08,165.5,1,0.9961896745230079,1
12441.0,367,1,173.55,121,15.77727272727273,11,1,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1.0,173.55,121.0,1,0.9875935699446337,1
12442.0,3,1,172.06,182,14.338333333333331,12,1,2011-12-06 14:22:00,2011-12-06 14:22:00,0,1.0,172.06,182.0,0,0.015695841983076025,0
12443.0,732,1,485.31,182,23.11,21,1,2009-12-07 15:42:00,2009-12-07 15:42:00,0,1.0,485.31,182.0,1,0.9938129246639884,1
12444.0,21,5,5005.46,1153,28.44011363636364,138,1,2011-06-21 14:00:00,2011-11-18 13:23:00,149,5.0,1001.09,230.6,0,0.018918803418803424,0
12445.0,22,2,434.98,206,18.124166666666667,24,1,2010-10-15 12:28:00,2011-11-17 18:43:00,398,13.3,32.71,103.0,0,0.015388417138417137,0
12446.0,58,1,1002.31,351,17.584385964912283,57,1,2011-10-13 12:50:00,2011-10-13 12:50:00,0,1.0,1002.31,351.0,0,0.02866530910609858,0
12447.0,243,1,476.49,190,18.326538461538465,26,1,2011-04-10 13:25:00,2011-04-10 13:25:00,0,1.0,476.49,190.0,1,0.994509034110098,1
12448.0,44,1,449.45,243,20.42954545454545,22,1,2011-10-26 13:46:00,2011-10-26 13:46:00,0,1.0,449.45,243.0,0,0.013385611236675067,0
12449.0,22,6,4835.89,2282,24.05915422885572,125,2,2010-09-27 09:37:00,2011-11-17 13:46:00,416,13.9,347.91,380.33,0,0.009672619047619048,0
12450.0,156,5,688.2,442,18.6,31,1,2010-08-22 13:11:00,2011-07-06 14:41:00,318,10.6,64.92,88.4,1,0.9860289280877517,1
12451.0,11,8,12669.88,9359,24.794285714285717,352,1,2010-06-28 12:58:00,2011-11-29 08:40:00,518,17.3,732.36,1169.88,0,0.03447016044384465,0
12452.0,17,2,430.5700000000001,185,19.57136363636364,21,1,2011-11-23 08:05:00,2011-11-23 10:28:00,0,1.0,430.57,92.5,0,0.019230803578511705,0
12453.0,134,1,707.09,473,16.443953488372095,43,1,2011-07-28 14:08:00,2011-07-28 14:08:00,0,1.0,707.09,473.0,1,0.9890971250971252,1
12454.0,56,5,16679.78,7703,416.9945,24,1,2010-10-14 17:33:00,2011-10-14 17:13:00,364,12.1,1378.49,1540.6,0,0.01775222462722463,0
12455.0,73,10,5879.95,3302,25.902863436123347,199,2,2009-12-18 12:33:00,2011-09-27 15:31:00,648,21.6,272.22,330.2,0,0.0,0
12456.0,44,3,3181.04,1633,25.44832,105,1,2011-03-30 09:12:00,2011-10-26 14:41:00,210,7.0,454.43,544.33,0,0.01472102897102897,0
12457.0,66,8,2995.91,1094,35.66559523809524,63,2,2010-09-30 17:59:00,2011-10-04 13:13:00,368,12.3,243.57,136.75,0,0.013157407407407408,0
12458.0,71,4,1777.49,986,21.16059523809524,71,1,2010-08-09 10:33:00,2011-09-29 15:25:00,416,13.9,127.88,246.5,0,0.004549062049062048,0
12459.0,605,1,454.36,258,19.754782608695653,23,1,2010-04-13 14:53:00,2010-04-13 14:53:00,0,1.0,454.36,258.0,1,0.9959574468085105,1
12460.0,456,1,326.65,170,18.147222222222226,18,1,2010-09-09 13:51:00,2010-09-09 13:51:00,0,1.0,326.65,170.0,1,0.996484739430006,1
12461.0,94,2,826.88,287,23.62514285714286,35,1,2011-07-08 10:23:00,2011-09-06 16:57:00,60,2.0,413.44,143.5,1,0.9392169312169311,1
12462.0,19,2,1189.59,536,19.186935483870965,51,1,2011-02-09 14:44:00,2011-11-21 09:11:00,284,9.5,125.22,268.0,0,0.014973517126148706,0
12463.0,53,4,1344.78,776,16.202168674698793,65,1,2011-04-12 12:47:00,2011-10-17 13:44:00,188,6.3,213.46,194.0,0,0.003386243386243386,0
12464.0,10,8,1212.05,112,41.79482758620689,6,1,2011-02-03 13:30:00,2011-11-29 13:33:00,299,10.0,121.2,14.0,0,0.02987566137566138,0
12465.0,17,2,742.19,479,15.791276595744682,46,1,2011-06-23 13:37:00,2011-11-22 16:34:00,152,5.1,145.53,239.5,0,0.01976206140350877,0
12466.0,682,1,56.73,1,56.73,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,1.0,56.73,1.0,1,0.9996969696969696,1
12467.0,423,1,132.8,129,14.755555555555556,9,1,2010-10-12 15:41:00,2010-10-12 15:41:00,0,1.0,132.8,129.0,1,0.9942181337181337,1
12468.0,188,5,3670.74,2201,24.4716,127,1,2010-01-26 10:09:00,2011-06-05 11:36:00,495,16.5,222.47,440.2,1,0.9902535936285938,1
12469.0,523,2,3070.54,2552,40.40184210526316,76,1,2010-06-21 10:30:00,2010-07-05 12:40:00,14,0.5,6141.08,1276.0,1,0.9815224867724865,1
12470.0,690,1,211.95,95,9.215217391304348,23,1,2010-01-19 11:01:00,2010-01-19 11:01:00,0,1.0,211.95,95.0,1,0.9994300165353565,1
12471.0,2,79,39918.19,16858,35.17021145374449,255,1,2009-12-07 10:41:00,2011-12-07 15:43:00,730,24.3,1642.72,213.39,0,0.0,0
12472.0,32,19,16249.29,10378,19.32139120095125,397,1,2009-12-14 10:49:00,2011-11-07 14:01:00,693,23.1,703.43,546.21,0,0.0005555555555555556,0
12473.0,29,5,3928.05,2414,23.521257485029945,140,1,2011-06-01 10:15:00,2011-11-10 13:46:00,162,5.4,727.42,482.8,0,0.007944444444444445,0
12474.0,17,31,12372.75,7940,17.47563559322034,369,1,2010-02-11 09:41:00,2011-11-22 14:39:00,649,21.6,572.81,256.13,0,0.0,0
12475.0,54,2,1149.64,771,18.846557377049184,54,1,2010-10-26 08:49:00,2011-10-17 10:10:00,356,11.9,96.61,385.5,0,0.015552308802308804,0
12476.0,16,23,14083.91,5631,27.400603112840468,358,1,2010-07-26 09:04:00,2011-11-24 12:40:00,486,16.2,869.38,244.83,0,0.025134393384393383,0
12477.0,23,9,20276.37,6119,35.95101063829787,295,1,2010-03-26 14:01:00,2011-11-17 09:51:00,600,20.0,1013.82,679.89,0,0.01565118215118215,0
12478.0,4,1,680.99,236,18.91638888888889,36,1,2011-12-06 09:56:00,2011-12-06 09:56:00,0,1.0,680.99,236.0,0,0.021093810444874277,0
12479.0,11,1,527.2,385,17.006451612903227,31,1,2011-11-28 13:26:00,2011-11-28 13:26:00,0,1.0,527.2,385.0,0,0.023018648018648016,0
12480.0,28,7,5464.85,2952,22.58202479338843,177,1,2010-07-20 13:21:00,2011-11-11 14:52:00,479,16.0,341.55,421.71,0,0.021815561631351104,0
12481.0,23,15,12185.51,7158,32.06713157894737,248,1,2010-04-11 13:10:00,2011-11-17 08:29:00,584,19.5,624.9,477.2,0,0.015216747304982601,0
12482.0,576,29,23691.4,27042,116.1343137254902,42,1,2010-02-24 10:24:00,2010-05-12 16:51:00,77,2.6,9112.08,932.48,1,0.9509062049062048,1
12483.0,17,19,5097.18,2160,36.93608695652174,68,1,2010-01-31 13:28:00,2011-11-22 17:02:00,660,22.0,231.69,113.68,0,0.003115079365079365,0
12484.0,33,12,6354.1,3266,13.490658174097666,329,1,2010-01-27 16:41:00,2011-11-07 11:37:00,648,21.6,294.17,272.17,0,0.0,0
12485.0,529,1,708.1,414,20.826470588235296,34,1,2010-06-28 15:22:00,2010-06-28 15:22:00,0,1.0,708.1,414.0,1,0.9880931290931291,1
12486.0,432,1,1037.28,523,21.16897959183673,49,1,2010-10-04 12:14:00,2010-10-04 12:14:00,0,1.0,1037.28,523.0,1,0.9804628103378102,1
12487.0,731,1,285.3,174,142.65,2,1,2009-12-09 11:36:00,2009-12-09 11:36:00,0,1.0,285.3,174.0,1,0.99022224997225,1
12488.0,10,3,1298.66,529,23.612,46,1,2011-09-25 10:34:00,2011-11-30 08:50:00,65,2.2,590.3,176.33,0,0.003874939874939874,0
12489.0,336,1,334.93,105,22.328666666666667,15,1,2011-01-07 13:13:00,2011-01-07 13:13:00,0,1.0,334.93,105.0,1,0.9967872271156469,1
12490.0,5,21,9823.64,5906,21.26329004329004,195,1,2009-12-01 12:52:00,2011-12-04 16:07:00,733,24.4,402.61,281.24,0,0.0,0
12491.0,39,1,460.4,260,17.70769230769231,25,1,2011-11-01 12:18:00,2011-11-01 12:18:00,0,1.0,460.4,260.0,0,0.01850903411009794,0
12492.0,63,3,715.21,444,17.028809523809525,38,1,2010-11-01 14:58:00,2011-10-07 15:15:00,340,11.3,63.29,148.0,0,0.0093895050311459,0
12493.0,166,2,433.74,207,19.715454545454545,20,1,2011-05-26 14:53:00,2011-06-27 10:17:00,31,1.0,433.74,103.5,1,0.9969669928180567,1
12494.0,16,9,1815.27,979,16.808055555555555,83,1,2010-05-12 13:52:00,2011-11-24 09:34:00,560,18.7,97.07,108.78,0,0.01968072668072668,0
12495.0,641,1,357.4,130,21.023529411764702,17,1,2010-03-09 10:53:00,2010-03-09 10:53:00,0,1.0,357.4,130.0,1,0.9952360945838027,1
12496.0,620,2,45.34,30,4.534000000000001,10,1,2010-03-29 13:57:00,2010-03-29 14:06:00,0,1.0,45.34,15.0,1,0.9877614237614237,1
12497.0,82,3,6248.5,5685,109.62280701754386,41,1,2010-03-05 09:39:00,2011-09-19 12:29:00,563,18.8,332.37,1895.0,0,0.03658419358419358,0
12498.0,21,3,403.7000000000001,159,17.55217391304348,21,1,2011-10-13 09:30:00,2011-11-18 12:53:00,36,1.2,336.42,53.0,0,0.0329165105047458,0
12499.0,560,1,393.72,302,14.582222222222224,27,1,2010-05-28 15:12:00,2010-05-28 15:12:00,0,1.0,393.72,302.0,1,0.995867924528302,1
12500.0,23,19,5955.21,3377,40.7891095890411,88,1,2010-02-04 15:05:00,2011-11-16 16:20:00,650,21.7,274.43,177.74,0,0.0010256410256410256,0
12501.0,337,1,2169.39,1783,14.5596644295302,149,1,2011-01-07 12:28:00,2011-01-07 12:28:00,0,1.0,2169.39,1783.0,1,0.9700431829379198,1
12502.0,96,5,3723.87,820,25.332448979591835,102,1,2011-02-03 10:41:00,2011-09-05 11:52:00,214,7.1,524.49,164.0,1,0.9821807359307357,1
12503.0,584,1,1126.0,561,563.0,2,1,2010-05-04 13:59:00,2010-05-04 13:59:00,0,1.0,1126.0,561.0,1,0.9896766233766233,1
12504.0,18,4,779.05,458,38.9525,11,1,2010-04-22 10:24:00,2011-11-21 16:02:00,578,19.3,40.37,114.5,0,0.02403486328486329,0
12505.0,409,1,955.2,324,22.742857142857144,42,1,2010-10-27 09:18:00,2010-10-27 09:18:00,0,1.0,955.2,324.0,1,0.9810227988385882,1
12506.0,233,1,73.5,23,3.1956521739130435,23,1,2011-04-21 08:54:00,2011-04-21 08:54:00,0,1.0,73.5,23.0,1,0.9918870851370851,1
12507.0,134,4,1844.06,1256,37.6338775510204,46,1,2010-05-04 09:23:00,2011-07-28 17:09:00,450,15.0,122.94,314.0,1,0.9925066137566136,1
12508.0,26,2,397.88,271,5.851176470588236,57,1,2011-11-10 16:27:00,2011-11-13 15:37:00,2,0.1,3978.8,135.5,0,0.052635734635734635,0
12509.0,284,1,176.5,55,25.214285714285715,7,1,2011-02-28 14:45:00,2011-02-28 14:45:00,0,1.0,176.5,55.0,1,0.9925586260256959,1
12510.0,143,9,5178.02,2049,35.71048275862069,94,1,2009-12-04 13:47:00,2011-07-20 10:15:00,592,19.7,262.84,227.67,1,0.9645227245521363,1
12511.0,429,1,3084.02,1753,16.231684210526314,190,1,2010-10-07 10:39:00,2010-10-07 10:39:00,0,1.0,3084.02,1753.0,1,0.9706361177808547,1
12512.0,66,2,132.18,96,4.263870967741935,31,1,2011-10-04 14:53:00,2011-10-04 14:55:00,0,1.0,132.18,48.0,0,0.021941381230854918,0
12513.0,113,1,612.29,462,17.494,35,1,2011-08-19 10:51:00,2011-08-19 10:51:00,0,1.0,612.29,462.0,1,0.9860489861016177,1
12514.0,267,2,1597.76,840,19.02095238095238,76,1,2010-03-08 12:18:00,2011-03-17 16:38:00,374,12.5,127.82,420.0,1,0.9694614089614091,1
12515.0,353,1,383.7,131,23.98125,16,1,2010-12-21 15:43:00,2010-12-21 15:43:00,0,1.0,383.7,131.0,1,0.9931897982875064,1
12516.0,78,4,2648.62,1952,35.792162162162164,49,1,2010-04-19 14:14:00,2011-09-23 09:13:00,521,17.4,152.22,488.0,0,0.01525451984662511,0
