CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,ActiveMonths,FirstPurchase,LastPurchase,Churn
12377.0,315,4,3426.32,22.54157894736842,2105,4,2010-04-29 15:34:00,2011-01-28 15:45:00,1
12378.0,130,2,5416.32,17.994418604651162,3316,2,2010-05-26 14:07:00,2011-08-02 10:34:00,0
12379.0,82,4,1620.22,20.002716049382716,815,3,2010-06-23 12:49:00,2011-09-19 10:09:00,0
12380.0,22,11,9676.300000000001,34.93249097472925,3355,7,2010-02-15 12:05:00,2011-11-18 11:27:00,0
12381.0,5,5,1845.31,21.21045977011494,808,4,2011-08-12 09:57:00,2011-12-05 12:44:00,0
12383.0,185,5,1850.56,18.69252525252525,1532,5,2010-12-22 14:28:00,2011-06-08 08:02:00,1
12384.0,29,2,585.27,21.676666666666666,126,2,2011-08-10 11:23:00,2011-11-11 08:39:00,0
12385.0,379,1,1938.4,29.821538461538463,612,1,2010-11-25 15:14:00,2010-11-25 15:14:00,1
12386.0,338,2,401.9,40.19,354,2,2010-12-08 09:53:00,2011-01-06 12:37:00,1
12387.0,415,1,143.94,15.993333333333332,134,1,2010-10-20 16:27:00,2010-10-20 16:27:00,1
12388.0,16,8,3901.11,26.719931506849317,2001,7,2010-05-06 12:54:00,2011-11-24 12:30:00,0
12389.0,403,3,1433.33,29.251632653061222,614,3,2010-02-22 10:15:00,2010-11-02 11:52:00,1
12390.0,80,1,549.84,17.1825,353,1,2011-09-21 09:33:00,2011-09-21 09:33:00,0
12391.0,22,6,2724.84,10.205393258426966,1204,4,2010-02-15 10:12:00,2011-11-18 12:07:00,0
12392.0,591,1,234.75000000000003,33.53571428571429,73,1,2010-04-27 14:04:00,2010-04-27 14:04:00,1
12393.0,72,6,2399.45,22.424766355140186,1311,5,2010-10-07 13:49:00,2011-09-28 15:41:00,0
12394.0,64,2,1272.48,47.12888888888889,819,2,2011-05-06 14:01:00,2011-10-07 08:08:00,0
12395.0,19,15,4721.17,19.50896694214876,3205,9,2010-04-16 10:16:00,2011-11-20 15:21:00,0
12396.0,674,1,931.4300000000001,14.329692307692309,591,1,2010-02-03 13:22:00,2010-02-03 13:22:00,1
12397.0,36,2,2409.9,19.126190476190477,1263,2,2011-07-27 14:21:00,2011-11-04 09:52:00,0
12398.0,46,1,1635.6599999999999,19.24305882352941,1394,1,2011-10-25 10:27:00,2011-10-25 10:27:00,0
12399.0,119,7,1962.3,17.83909090909091,2198,6,2010-03-05 08:45:00,2011-08-12 13:15:00,0
12400.0,414,1,205.25,18.65909090909091,91,1,2010-10-21 13:45:00,2010-10-21 13:45:00,1
12401.0,303,1,84.3,16.86,11,1,2011-02-09 13:50:00,2011-02-09 13:50:00,1
12402.0,323,6,1256.9,17.955714285714286,584,6,2010-02-07 12:41:00,2011-01-20 13:49:00,1
12403.0,50,2,1019.36,113.26222222222222,260,2,2010-07-06 11:39:00,2011-10-21 10:51:00,0
12404.0,682,1,63.24,63.24,1,1,2010-01-26 16:25:00,2010-01-26 16:25:00,1
12405.0,149,1,1710.39,31.67388888888889,857,1,2011-07-14 08:52:00,2011-07-14 08:52:00,0
12406.0,22,5,6390.36,38.49614457831325,3416,4,2010-01-11 14:04:00,2011-11-17 19:22:00,0
12407.0,50,5,1708.12,22.18337662337662,1416,4,2011-03-20 13:21:00,2011-10-21 10:11:00,0
12408.0,33,8,4340.77,27.30044025157233,2229,5,2010-07-29 13:27:00,2011-11-07 12:27:00,0
12409.0,79,7,23419.29,88.70943181818183,13143,5,2010-05-23 15:21:00,2011-09-22 10:38:00,0
12410.0,309,3,1013.71,25.342750000000002,341,2,2010-07-25 13:26:00,2011-02-04 10:39:00,1
12411.0,410,1,346.9,15.768181818181818,138,1,2010-10-26 09:25:00,2010-10-26 09:25:00,1
12412.0,75,6,2596.93,20.448267716535433,1997,5,2010-06-18 13:22:00,2011-09-26 10:16:00,0
12413.0,67,4,999.45,19.597058823529412,319,4,2010-11-02 13:26:00,2011-10-04 09:00:00,0
12414.0,217,6,952.4100000000001,34.01464285714286,495,4,2010-09-02 12:22:00,2011-05-06 14:51:00,1
12415.0,24,28,144458.37,156.00255939524837,91447,11,2010-06-30 08:30:00,2011-11-15 14:22:00,0
12416.0,657,1,202.56,18.414545454545454,132,1,2010-02-21 10:19:00,2010-02-21 10:19:00,1
12417.0,3,20,6797.41,18.421165311653116,2884,9,2009-12-06 10:30:00,2011-12-06 14:52:00,0
12418.0,113,4,2021.2,19.815686274509805,1088,4,2010-03-19 14:47:00,2011-08-19 11:08:00,0
12419.0,386,2,503.01,20.1204,231,2,2010-10-22 10:40:00,2010-11-19 10:04:00,1
12420.0,64,1,600.39,20.70310344827586,345,1,2011-10-07 08:55:00,2011-10-07 08:55:00,0
12421.0,16,6,1098.6,16.90153846153846,652,6,2010-07-22 13:57:00,2011-11-24 09:07:00,0
12422.0,96,17,5231.8,30.417441860465118,2596,10,2009-12-18 12:44:00,2011-09-05 09:48:00,0
12423.0,1,10,2622.39,15.893272727272727,1793,8,2010-08-31 09:31:00,2011-12-09 10:10:00,0
12424.0,163,4,3340.0299999999997,36.30467391304347,2025,2,2010-06-09 15:15:00,2011-06-30 12:06:00,0
12425.0,78,2,1741.41,19.136373626373626,1147,1,2010-09-17 14:10:00,2011-09-22 17:31:00,0
12426.0,195,2,1345.21,17.470259740259742,584,2,2010-02-15 08:41:00,2011-05-29 12:26:00,1
12427.0,22,3,825.8000000000001,26.638709677419357,533,3,2010-12-03 10:44:00,2011-11-18 08:56:00,0
12428.0,26,9,7956.46,27.062789115646257,3536,5,2011-03-01 09:33:00,2011-11-14 08:22:00,0
12429.0,9,8,6204.41,40.55169934640523,2890,5,2010-06-11 13:28:00,2011-11-30 17:22:00,0
12430.0,43,1,256.4,23.30909090909091,117,1,2011-10-27 15:09:00,2011-10-27 15:09:00,0
12431.0,36,27,10432.220000000001,26.749282051282055,4600,11,2010-01-15 09:04:00,2011-11-04 11:55:00,0
12432.0,43,5,5059.32,46.845555555555556,1801,2,2011-06-20 13:27:00,2011-10-28 11:43:00,0
12433.0,1,10,16794.14,30.04318425760286,13534,5,2010-08-20 09:23:00,2011-12-09 10:02:00,0
12434.0,85,3,1103.43,15.763285714285715,532,3,2010-11-23 13:38:00,2011-09-16 12:38:00,0
12435.0,80,6,13925.93,124.33866071428572,4958,5,2009-12-02 13:58:00,2011-09-21 09:06:00,0
12436.0,100,1,509.01,31.813125,211,1,2011-09-01 12:09:00,2011-09-01 12:09:00,0
12437.0,2,39,12683.4,22.52824156305506,8000,11,2009-12-02 16:24:00,2011-12-08 11:35:00,0
12438.0,14,2,2906.85,29.66173469387755,1180,2,2011-07-22 13:29:00,2011-11-25 13:28:00,0
12439.0,683,2,1142.88,16.096901408450705,478,2,2009-12-14 08:40:00,2010-01-26 12:11:00,1
12440.0,462,2,859.2,26.85,331,2,2009-12-22 12:03:00,2010-09-03 13:11:00,1
12441.0,367,1,173.55,15.77727272727273,121,1,2010-12-08 10:45:00,2010-12-08 10:45:00,1
12442.0,3,1,172.06,14.338333333333333,182,1,2011-12-06 14:22:00,2011-12-06 14:22:00,0
12443.0,732,1,485.31,23.11,182,1,2009-12-07 15:42:00,2009-12-07 15:42:00,1
12444.0,21,5,5005.46,28.440113636363638,1153,5,2011-06-21 14:00:00,2011-11-18 13:23:00,0
12445.0,22,2,434.98,18.124166666666667,206,2,2010-10-15 12:28:00,2011-11-17 18:43:00,0
12446.0,58,1,1002.3100000000001,17.584385964912283,351,1,2011-10-13 12:50:00,2011-10-13 12:50:00,0
12447.0,243,1,476.49,18.326538461538462,190,1,2011-04-10 13:25:00,2011-04-10 13:25:00,1
12448.0,44,1,449.45,20.429545454545455,243,1,2011-10-26 13:46:00,2011-10-26 13:46:00,0
12449.0,22,6,4835.89,24.05915422885572,2282,5,2010-09-27 09:37:00,2011-11-17 13:46:00,0
12450.0,156,5,688.2,18.6,442,5,2010-08-22 13:11:00,2011-07-06 14:41:00,0
12451.0,11,8,12669.88,24.794285714285714,9359,6,2010-06-28 12:58:00,2011-11-29 08:40:00,0
12452.0,17,2,430.57000000000005,19.57136363636364,185,1,2011-11-23 08:05:00,2011-11-23 10:28:00,0
12453.0,134,1,707.09,16.443953488372095,473,1,2011-07-28 14:08:00,2011-07-28 14:08:00,0
12454.0,56,5,16679.78,416.99449999999996,7703,2,2010-10-14 17:33:00,2011-10-14 17:13:00,0
12455.0,73,10,5879.95,25.902863436123347,3302,8,2009-12-18 12:33:00,2011-09-27 15:31:00,0
12456.0,44,3,3181.04,25.44832,1633,3,2011-03-30 09:12:00,2011-10-26 14:41:00,0
12457.0,66,8,2995.91,35.665595238095236,1094,3,2010-09-30 17:59:00,2011-10-04 13:13:00,0
12458.0,71,4,1777.49,21.160595238095237,986,4,2010-08-09 10:33:00,2011-09-29 15:25:00,0
12459.0,605,1,454.36,19.754782608695653,258,1,2010-04-13 14:53:00,2010-04-13 14:53:00,1
12460.0,456,1,326.65,18.147222222222222,170,1,2010-09-09 13:51:00,2010-09-09 13:51:00,1
12461.0,94,2,826.88,23.62514285714286,287,2,2011-07-08 10:23:00,2011-09-06 16:57:00,0
12462.0,19,2,1189.59,19.186935483870965,536,2,2011-02-09 14:44:00,2011-11-21 09:11:00,0
12463.0,53,4,1344.78,16.202168674698793,776,4,2011-04-12 12:47:00,2011-10-17 13:44:00,0
12464.0,10,8,1212.05,41.79482758620689,112,5,2011-02-03 13:30:00,2011-11-29 13:33:00,0
12465.0,17,2,742.19,15.791276595744682,479,2,2011-06-23 13:37:00,2011-11-22 16:34:00,0
12466.0,682,1,56.73,56.73,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,1
12467.0,423,1,132.8,14.755555555555556,129,1,2010-10-12 15:41:00,2010-10-12 15:41:00,1
12468.0,188,5,3670.7400000000002,24.471600000000002,2201,4,2010-01-26 10:09:00,2011-06-05 11:36:00,1
12469.0,523,2,3070.54,40.40184210526316,2552,2,2010-06-21 10:30:00,2010-07-05 12:40:00,1
12470.0,690,1,211.95,9.215217391304348,95,1,2010-01-19 11:01:00,2010-01-19 11:01:00,1
12471.0,2,79,39918.19,35.17021145374449,16858,12,2009-12-07 10:41:00,2011-12-07 15:43:00,0
12472.0,32,19,16249.29,19.32139120095125,10378,11,2009-12-14 10:49:00,2011-11-07 14:01:00,0
12473.0,29,5,3928.05,23.521257485029942,2414,4,2011-06-01 10:15:00,2011-11-10 13:46:00,0
12474.0,17,31,12372.75,17.47563559322034,7940,11,2010-02-11 09:41:00,2011-11-22 14:39:00,0
12475.0,54,2,1149.64,18.846557377049184,771,1,2010-10-26 08:49:00,2011-10-17 10:10:00,0
12476.0,16,23,14083.91,27.400603112840468,5631,9,2010-07-26 09:04:00,2011-11-24 12:40:00,0
12477.0,23,9,20276.37,35.95101063829787,6119,7,2010-03-26 14:01:00,2011-11-17 09:51:00,0
12478.0,4,1,680.99,18.91638888888889,236,1,2011-12-06 09:56:00,2011-12-06 09:56:00,0
12479.0,11,1,527.2,17.006451612903227,385,1,2011-11-28 13:26:00,2011-11-28 13:26:00,0
12480.0,28,7,5464.85,22.58202479338843,2952,5,2010-07-20 13:21:00,2011-11-11 14:52:00,0
12481.0,23,15,12185.51,32.06713157894737,7158,9,2010-04-11 13:10:00,2011-11-17 08:29:00,0
12482.0,576,29,23691.4,116.1343137254902,27042,3,2010-02-24 10:24:00,2010-05-12 16:51:00,1
12483.0,17,19,5097.18,36.93608695652174,2160,9,2010-01-31 13:28:00,2011-11-22 17:02:00,0
12484.0,33,12,6354.1,13.490658174097666,3266,6,2010-01-27 16:41:00,2011-11-07 11:37:00,0
12485.0,529,1,708.1,20.826470588235296,414,1,2010-06-28 15:22:00,2010-06-28 15:22:00,1
12486.0,432,1,1037.28,21.168979591836734,523,1,2010-10-04 12:14:00,2010-10-04 12:14:00,1
12487.0,731,1,285.3,142.65,174,1,2009-12-09 11:36:00,2009-12-09 11:36:00,1
12488.0,10,3,1298.66,23.612000000000002,529,3,2011-09-25 10:34:00,2011-11-30 08:50:00,0
12489.0,336,1,334.93,22.328666666666667,105,1,2011-01-07 13:13:00,2011-01-07 13:13:00,1
12490.0,5,21,9823.64,21.26329004329004,5906,11,2009-12-01 12:52:00,2011-12-04 16:07:00,0
12491.0,39,1,460.40000000000003,17.70769230769231,260,1,2011-11-01 12:18:00,2011-11-01 12:18:00,0
12492.0,63,3,715.21,17.028809523809525,444,3,2010-11-01 14:58:00,2011-10-07 15:15:00,0
12493.0,166,2,433.74,19.715454545454545,207,2,2011-05-26 14:53:00,2011-06-27 10:17:00,0
12494.0,16,9,1815.27,16.808055555555555,979,6,2010-05-12 13:52:00,2011-11-24 09:34:00,0
12495.0,641,1,357.4,21.023529411764706,130,1,2010-03-09 10:53:00,2010-03-09 10:53:00,1
12496.0,620,2,45.34,4.534000000000001,30,1,2010-03-29 13:57:00,2010-03-29 14:06:00,1
12497.0,82,3,6248.5,109.62280701754386,5685,3,2010-03-05 09:39:00,2011-09-19 12:29:00,0
12498.0,21,3,403.70000000000005,17.55217391304348,159,2,2011-10-13 09:30:00,2011-11-18 12:53:00,0
12499.0,560,1,393.72,14.582222222222223,302,1,2010-05-28 15:12:00,2010-05-28 15:12:00,1
12500.0,23,19,5955.21,40.7891095890411,3377,10,2010-02-04 15:05:00,2011-11-16 16:20:00,0
12501.0,337,1,2169.39,14.559664429530201,1783,1,2011-01-07 12:28:00,2011-01-07 12:28:00,1
12502.0,96,5,3723.87,25.332448979591835,820,5,2011-02-03 10:41:00,2011-09-05 11:52:00,0
12503.0,584,1,1126.0,563.0,561,1,2010-05-04 13:59:00,2010-05-04 13:59:00,1
12504.0,18,4,779.05,38.9525,458,3,2010-04-22 10:24:00,2011-11-21 16:02:00,0
12505.0,409,1,955.2,22.742857142857144,324,1,2010-10-27 09:18:00,2010-10-27 09:18:00,1
12506.0,233,1,73.5,3.1956521739130435,23,1,2011-04-21 08:54:00,2011-04-21 08:54:00,1
12507.0,134,4,1844.06,37.633877551020404,1256,3,2010-05-04 09:23:00,2011-07-28 17:09:00,0
12508.0,26,2,397.88,5.851176470588236,271,1,2011-11-10 16:27:00,2011-11-13 15:37:00,0
12509.0,284,1,176.5,25.214285714285715,55,1,2011-02-28 14:45:00,2011-02-28 14:45:00,1
12510.0,143,9,5178.02,35.71048275862069,2049,6,2009-12-04 13:47:00,2011-07-20 10:15:00,0
12511.0,429,1,3084.02,16.231684210526314,1753,1,2010-10-07 10:39:00,2010-10-07 10:39:00,1
12512.0,66,2,132.18,4.263870967741935,96,1,2011-10-04 14:53:00,2011-10-04 14:55:00,0
12513.0,113,1,612.29,17.494,462,1,2011-08-19 10:51:00,2011-08-19 10:51:00,0
12514.0,267,2,1597.76,19.02095238095238,840,1,2010-03-08 12:18:00,2011-03-17 16:38:00,1
12515.0,353,1,383.7,23.98125,131,1,2010-12-21 15:43:00,2010-12-21 15:43:00,1
12516.0,78,4,2648.62,35.792162162162164,1952,4,2010-04-19 14:14:00,2011-09-23 09:13:00,0
12517.0,28,5,2481.6,8.894623655913978,1361,4,2011-06-02 15:13:00,2011-11-11 14:04:00,0
12518.0,1,5,2056.89,16.58782258064516,1318,5,2011-08-21 13:18:00,2011-12-09 10:13:00,0
12519.0,64,2,716.54,18.37282051282051,387,2,2010-08-20 08:21:00,2011-10-07 09:26:00,0
12520.0,79,5,2634.26,17.330657894736845,1439,4,2011-03-11 11:35:00,2011-09-21 15:23:00,0
12521.0,143,1,599.68,15.781052631578946,309,1,2011-07-20 10:51:00,2011-07-20 10:51:00,0
12522.0,39,2,192.72,16.06,194,1,2011-10-19 14:41:00,2011-10-31 15:30:00,0
12523.0,19,23,4352.35,17.479317269076308,2263,12,2009-12-07 13:46:00,2011-11-20 12:55:00,0
12524.0,9,17,11126.11,46.35879166666667,7178,9,2010-02-08 14:41:00,2011-11-30 15:31:00,0
12525.0,498,3,973.73,16.228833333333334,509,3,2010-03-02 14:01:00,2010-07-29 16:08:00,1
12526.0,1,3,1316.66,18.54450704225352,632,3,2011-09-06 14:19:00,2011-12-09 12:09:00,0
12527.0,82,5,735.51,22.9846875,526,5,2010-06-28 15:37:00,2011-09-19 11:55:00,0
12528.0,9,6,1933.48,21.01608695652174,756,6,2011-01-31 09:05:00,2011-11-30 14:40:00,0
12529.0,528,1,316.48,15.07047619047619,192,1,2010-06-29 13:10:00,2010-06-29 13:10:00,1
12530.0,60,9,3759.26,23.792784810126584,2713,6,2010-03-07 14:37:00,2011-10-11 12:34:00,0
12531.0,15,2,1933.2,15.222047244094489,1119,2,2010-01-22 14:17:00,2011-11-25 11:12:00,0
12532.0,30,1,349.83000000000004,21.864375000000003,153,1,2011-11-09 13:47:00,2011-11-09 13:47:00,0
12533.0,628,2,1367.89,18.998472222222222,704,2,2009-12-01 11:50:00,2010-03-22 10:56:00,1
12534.0,131,1,1089.18,17.28857142857143,651,1,2011-08-01 10:26:00,2011-08-01 10:26:00,0
12535.0,92,2,716.35,21.069117647058825,219,2,2011-06-06 12:47:00,2011-09-09 08:48:00,0
12536.0,43,3,12601.830000000002,48.282873563218395,2803,1,2011-10-11 14:52:00,2011-10-27 14:20:00,0
12537.0,409,1,732.94,17.04511627906977,449,1,2010-10-27 08:36:00,2010-10-27 08:36:00,1
12538.0,29,2,640.45,18.836764705882356,336,1,2010-11-26 13:02:00,2011-11-10 17:16:00,0
12539.0,22,7,11214.75,22.251488095238095,4535,5,2009-12-23 13:00:00,2011-11-17 13:30:00,0
12540.0,20,33,22254.49,28.864448767833984,11019,12,2009-12-07 16:56:00,2011-11-20 11:31:00,0
12541.0,30,3,981.18,18.868846153846153,680,3,2011-03-04 09:32:00,2011-11-10 10:40:00,0
12542.0,484,2,481.88,12.355897435897436,522,2,2010-03-09 16:26:00,2010-08-12 19:12:00,1
12543.0,448,1,980.25,22.796511627906977,688,1,2010-09-17 15:51:00,2010-09-17 15:51:00,1
12544.0,36,1,372.7,19.61578947368421,136,1,2011-11-03 16:15:00,2011-11-03 16:15:00,0
12545.0,75,2,1000.39,20.0078,523,2,2011-03-25 12:04:00,2011-09-25 13:39:00,0
12546.0,47,2,1161.5,16.833333333333332,633,2,2011-09-23 09:44:00,2011-10-24 12:09:00,0
12547.0,198,3,383.58,18.265714285714285,309,3,2010-07-27 13:55:00,2011-05-26 12:38:00,1
12548.0,166,1,95.19999999999999,19.04,49,1,2011-06-26 15:35:00,2011-06-26 15:35:00,0
12549.0,576,6,1575.68,32.15673469387755,1366,2,2010-01-11 12:29:00,2010-05-13 12:05:00,1
12550.0,79,1,964.83,16.92684210526316,569,1,2011-09-21 14:35:00,2011-09-21 14:35:00,0
12551.0,358,1,168.0,16.8,100,1,2010-12-17 11:23:00,2010-12-17 11:23:00,1
12552.0,39,2,437.82,21.891,88,2,2011-10-31 12:11:00,2011-11-01 10:02:00,0
12553.0,8,12,4608.75,19.36449579831933,2325,9,2010-10-12 13:35:00,2011-12-01 16:38:00,0
12554.0,449,1,468.5,18.01923076923077,240,1,2010-09-17 12:29:00,2010-09-17 12:29:00,1
12555.0,682,1,129.23,129.23,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,1
12556.0,50,2,599.56,5.038319327731092,355,2,2011-07-11 13:35:00,2011-10-20 13:06:00,0
12557.0,16,8,18096.14,341.4366037735849,6382,7,2009-12-17 10:39:00,2011-11-23 16:59:00,0
12558.0,8,1,269.96,24.54181818181818,196,1,2011-12-02 10:41:00,2011-12-02 10:41:00,0
12559.0,311,2,561.71,26.74809523809524,283,2,2011-01-24 10:12:00,2011-02-02 09:49:00,1
12560.0,5,3,2134.01,20.323904761904764,1110,3,2011-07-19 15:55:00,2011-12-04 13:54:00,0
12561.0,303,1,238.85,14.928125,177,1,2011-02-10 11:39:00,2011-02-10 11:39:00,1
12562.0,8,9,4966.92,23.99478260869565,2327,7,2010-09-30 13:13:00,2011-12-01 17:20:00,0
12563.0,409,1,249.24,19.172307692307694,113,1,2010-10-27 09:52:00,2010-10-27 09:52:00,1
12564.0,261,1,456.90000000000003,21.75714285714286,133,1,2011-03-23 14:55:00,2011-03-23 14:55:00,1
12565.0,289,1,145.92000000000002,16.213333333333335,80,1,2011-02-24 10:34:00,2011-02-24 10:34:00,1
12566.0,86,1,351.65,18.507894736842104,265,1,2011-09-14 14:30:00,2011-09-14 14:30:00,0
12567.0,23,15,11767.48,21.16453237410072,5308,7,2010-02-11 10:30:00,2011-11-17 11:02:00,0
12568.0,645,1,70.0,14.0,48,1,2010-03-05 09:15:00,2010-03-05 09:15:00,1
12569.0,2,32,4124.6900000000005,21.93984042553192,1801,9,2011-04-01 13:47:00,2011-12-07 16:24:00,0
12570.0,682,1,77.52,77.52,1,1,2010-01-26 17:28:00,2010-01-26 17:28:00,1
12571.0,40,2,519.61,15.28264705882353,523,2,2011-08-10 12:35:00,2011-10-31 10:19:00,0
12572.0,9,2,1020.4200000000001,17.007,452,2,2011-10-19 08:20:00,2011-12-01 09:20:00,0
12573.0,227,5,717.41,6.028655462184874,479,4,2010-08-31 17:25:00,2011-04-26 15:52:00,1
12574.0,316,1,218.45000000000002,19.85909090909091,61,1,2011-01-28 09:20:00,2011-01-28 09:20:00,1
12575.0,457,2,622.82,16.39,315,2,2010-07-01 09:15:00,2010-09-08 13:09:00,1
12576.0,36,8,2142.7200000000003,15.089577464788734,1494,5,2010-07-01 13:46:00,2011-11-04 10:11:00,0
12577.0,35,8,1617.1,5.426510067114093,1191,3,2009-12-03 19:31:00,2011-11-04 13:24:00,0
12578.0,21,4,4642.45,26.99098837209302,2380,3,2010-09-22 11:19:00,2011-11-18 13:30:00,0
12579.0,78,1,440.42,15.18689655172414,285,1,2011-09-22 17:15:00,2011-09-22 17:15:00,0
12580.0,247,2,1052.9,18.153448275862072,569,2,2010-05-12 11:45:00,2011-04-07 10:24:00,1
12581.0,40,1,197.71,13.180666666666667,161,1,2011-10-31 08:56:00,2011-10-31 08:56:00,0
12582.0,239,4,1980.4,19.22718446601942,985,4,2010-05-11 09:55:00,2011-04-15 08:45:00,1
12583.0,3,27,13591.58,30.47439461883408,8535,12,2009-12-06 11:57:00,2011-12-07 08:07:00,0
12584.0,4,9,2338.15,24.355729166666666,416,8,2011-03-04 15:15:00,2011-12-06 09:35:00,0
12585.0,234,2,2040.1,23.44942528735632,1279,2,2010-12-23 12:58:00,2011-04-19 13:39:00,1
12586.0,17,4,2062.67,21.943297872340427,687,3,2009-12-16 13:15:00,2011-11-22 16:24:00,0
12587.0,8,1,144.0,36.0,51,1,2011-12-02 12:47:00,2011-12-02 12:47:00,0
12588.0,39,4,958.78,20.84304347826087,438,3,2010-04-21 12:22:00,2011-10-31 15:01:00,0
12589.0,29,8,4695.66,26.087,1764,5,2010-01-19 12:26:00,2011-11-11 10:19:00,0
12590.0,211,2,9864.26,145.06264705882353,4283,1,2011-05-12 14:46:00,2011-05-12 14:52:00,1
12591.0,317,3,1338.95,19.69044117647059,653,3,2010-10-27 10:42:00,2011-01-26 14:35:00,1
12592.0,92,5,2582.66,31.88469135802469,1875,3,2010-07-08 14:06:00,2011-09-08 15:04:00,0
12593.0,109,3,418.1,19.90952380952381,206,2,2011-05-05 09:29:00,2011-08-23 12:43:00,0
12594.0,38,15,5090.110000000001,25.57844221105528,2768,10,2010-03-03 13:51:00,2011-11-02 12:20:00,0
12595.0,505,1,299.02,15.737894736842104,271,1,2010-07-23 09:10:00,2010-07-23 09:10:00,1
12596.0,51,2,618.27,22.898888888888887,474,2,2011-04-11 13:22:00,2011-10-19 13:02:00,0
12597.0,19,4,3811.22,18.50106796116505,2236,4,2011-03-16 14:00:00,2011-11-20 13:33:00,0
12598.0,10,11,4534.09,22.01014563106796,2906,6,2010-03-01 09:58:00,2011-11-30 12:18:00,0
12599.0,29,13,2296.72,17.268571428571427,2189,7,2010-05-11 10:42:00,2011-11-10 13:34:00,0
12600.0,29,21,4967.42,38.21092307692308,1383,11,2009-12-07 13:37:00,2011-11-11 10:29:00,0
12601.0,190,6,681.26,20.03705882352941,290,6,2010-10-31 10:57:00,2011-06-03 10:17:00,1
12602.0,59,1,153.12,12.76,162,1,2011-10-12 11:22:00,2011-10-12 11:22:00,0
12603.0,22,1,739.1999999999999,369.59999999999997,63,1,2011-11-18 10:42:00,2011-11-18 10:42:00,0
