CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCountries,FirstPurchase,LastPurchase,CustomerLifetimeDays,ActiveMonths,RevenuePerMonth,AvgQuantityPerOrder
12368.0,628,1,917.7,330,50.983333333333334,18,1,2010-03-21 15:56:00,2010-03-21 15:56:00,0,1.0,917.7,330.0
12369.0,413,3,1791.15,1241,19.25967741935484,90,1,2010-03-08 08:09:00,2010-10-22 13:13:00,228,7.6,235.68,413.67
12370.0,51,7,4316.56,2604,21.47542288557214,168,2,2010-02-09 09:41:00,2011-10-19 14:51:00,617,20.6,209.54,372.0
12371.0,45,5,4067.38,1436,24.35556886227545,134,1,2010-03-04 18:23:00,2011-10-26 10:16:00,600,20.0,203.37,287.2
12372.0,72,3,1298.04,794,24.962307692307693,34,1,2011-02-16 12:46:00,2011-09-29 12:12:00,224,7.5,173.07,264.67
12373.0,311,3,1127.65,516,22.110784313725492,36,1,2010-02-04 12:08:00,2011-02-01 13:10:00,362,12.1,93.19,172.0
12374.0,25,4,2989.2200000000003,1362,36.01469879518073,79,1,2010-04-30 14:01:00,2011-11-14 15:37:00,563,18.8,159.0,340.5
12375.0,11,2,457.5,178,26.91176470588235,14,1,2011-09-02 14:23:00,2011-11-29 10:36:00,87,2.9,157.76,89.0
12376.0,390,2,503.15,240,38.70384615384615,11,1,2010-10-18 08:42:00,2010-11-15 12:15:00,28,0.9,559.06,120.0
12377.0,315,4,3426.32,2105,22.54157894736842,129,1,2010-04-29 15:34:00,2011-01-28 15:45:00,274,9.1,376.52,526.25
12378.0,130,2,5416.32,3316,17.994418604651162,281,1,2010-05-26 14:07:00,2011-08-02 10:34:00,432,14.4,376.13,1658.0
12379.0,82,4,1620.22,815,20.002716049382716,58,1,2010-06-23 12:49:00,2011-09-19 10:09:00,452,15.1,107.3,203.75
12380.0,22,11,9676.300000000001,3355,34.93249097472925,156,1,2010-02-15 12:05:00,2011-11-18 11:27:00,640,21.3,454.29,305.0
12381.0,5,5,1845.31,808,21.21045977011494,70,1,2011-08-12 09:57:00,2011-12-05 12:44:00,115,3.8,485.61,161.6
12383.0,185,5,1850.56,1532,18.69252525252525,84,1,2010-12-22 14:28:00,2011-06-08 08:02:00,167,5.6,330.46,306.4
12384.0,29,2,585.27,126,21.676666666666666,26,1,2011-08-10 11:23:00,2011-11-11 08:39:00,92,3.1,188.8,63.0
12385.0,379,1,1938.4,612,29.821538461538463,65,1,2010-11-25 15:14:00,2010-11-25 15:14:00,0,1.0,1938.4,612.0
12386.0,338,2,401.9,354,40.19,10,1,2010-12-08 09:53:00,2011-01-06 12:37:00,29,1.0,401.9,177.0
12387.0,415,1,143.94,134,15.993333333333332,9,1,2010-10-20 16:27:00,2010-10-20 16:27:00,0,1.0,143.94,134.0
12388.0,16,8,3901.11,2001,26.719931506849317,83,1,2010-05-06 12:54:00,2011-11-24 12:30:00,566,18.9,206.41,250.12
12389.0,403,3,1433.33,614,29.251632653061222,41,1,2010-02-22 10:15:00,2010-11-02 11:52:00,253,8.4,170.63,204.67
12390.0,80,1,549.84,353,17.1825,32,1,2011-09-21 09:33:00,2011-09-21 09:33:00,0,1.0,549.84,353.0
12391.0,22,6,2724.84,1204,10.205393258426966,241,1,2010-02-15 10:12:00,2011-11-18 12:07:00,641,21.4,127.33,200.67
12392.0,591,1,234.75000000000003,73,33.53571428571429,7,1,2010-04-27 14:04:00,2010-04-27 14:04:00,0,1.0,234.75,73.0
12393.0,72,6,2399.45,1311,22.424766355140186,63,1,2010-10-07 13:49:00,2011-09-28 15:41:00,356,11.9,201.63,218.5
12394.0,64,2,1272.48,819,47.12888888888889,26,2,2011-05-06 14:01:00,2011-10-07 08:08:00,153,5.1,249.51,409.5
12395.0,19,15,4721.17,3205,19.50896694214876,145,1,2010-04-16 10:16:00,2011-11-20 15:21:00,583,19.4,243.36,213.67
12396.0,674,1,931.4300000000001,591,14.329692307692309,65,1,2010-02-03 13:22:00,2010-02-03 13:22:00,0,1.0,931.43,591.0
12397.0,36,2,2409.9,1263,19.126190476190477,110,1,2011-07-27 14:21:00,2011-11-04 09:52:00,99,3.3,730.27,631.5
12398.0,46,1,1635.6599999999999,1394,19.24305882352941,85,1,2011-10-25 10:27:00,2011-10-25 10:27:00,0,1.0,1635.66,1394.0
12399.0,119,7,1962.3,2198,17.83909090909091,67,1,2010-03-05 08:45:00,2011-08-12 13:15:00,525,17.5,112.13,314.0
12400.0,414,1,205.25,91,18.65909090909091,11,1,2010-10-21 13:45:00,2010-10-21 13:45:00,0,1.0,205.25,91.0
12401.0,303,1,84.3,11,16.86,5,1,2011-02-09 13:50:00,2011-02-09 13:50:00,0,1.0,84.3,11.0
12402.0,323,6,1256.9,584,17.955714285714286,43,1,2010-02-07 12:41:00,2011-01-20 13:49:00,347,11.6,108.35,97.33
12403.0,50,2,1019.36,260,113.26222222222222,5,1,2010-07-06 11:39:00,2011-10-21 10:51:00,471,15.7,64.93,130.0
12404.0,682,1,63.24,1,63.24,1,1,2010-01-26 16:25:00,2010-01-26 16:25:00,0,1.0,63.24,1.0
12405.0,149,1,1710.39,857,31.67388888888889,54,1,2011-07-14 08:52:00,2011-07-14 08:52:00,0,1.0,1710.39,857.0
12406.0,22,5,6390.36,3416,38.49614457831325,114,1,2010-01-11 14:04:00,2011-11-17 19:22:00,675,22.5,284.02,683.2
12407.0,50,5,1708.12,1416,22.18337662337662,57,1,2011-03-20 13:21:00,2011-10-21 10:11:00,214,7.1,240.58,283.2
12408.0,33,8,4340.77,2229,27.30044025157233,104,1,2010-07-29 13:27:00,2011-11-07 12:27:00,465,15.5,280.05,278.62
12409.0,79,7,23419.29,13143,88.70943181818183,177,1,2010-05-23 15:21:00,2011-09-22 10:38:00,486,16.2,1445.64,1877.57
12410.0,309,3,1013.71,341,25.342750000000002,36,1,2010-07-25 13:26:00,2011-02-04 10:39:00,193,6.4,158.39,113.67
12411.0,410,1,346.9,138,15.768181818181818,22,1,2010-10-26 09:25:00,2010-10-26 09:25:00,0,1.0,346.9,138.0
12412.0,75,6,2596.93,1997,20.448267716535433,82,1,2010-06-18 13:22:00,2011-09-26 10:16:00,464,15.5,167.54,332.83
12413.0,67,4,999.45,319,19.597058823529412,41,2,2010-11-02 13:26:00,2011-10-04 09:00:00,335,11.2,89.24,79.75
12414.0,217,6,952.4100000000001,495,34.01464285714286,21,1,2010-09-02 12:22:00,2011-05-06 14:51:00,246,8.2,116.15,82.5
12415.0,24,28,144458.37,91447,156.00255939524837,498,1,2010-06-30 08:30:00,2011-11-15 14:22:00,503,16.8,8598.71,3265.96
12416.0,657,1,202.56,132,18.414545454545454,11,1,2010-02-21 10:19:00,2010-02-21 10:19:00,0,1.0,202.56,132.0
12417.0,3,20,6797.41,2884,18.421165311653116,270,2,2009-12-06 10:30:00,2011-12-06 14:52:00,730,24.3,279.73,144.2
12418.0,113,4,2021.2,1088,19.815686274509805,90,1,2010-03-19 14:47:00,2011-08-19 11:08:00,517,17.2,117.51,272.0
12419.0,386,2,503.01,231,20.1204,23,1,2010-10-22 10:40:00,2010-11-19 10:04:00,27,0.9,558.9,115.5
12420.0,64,1,600.39,345,20.70310344827586,29,1,2011-10-07 08:55:00,2011-10-07 08:55:00,0,1.0,600.39,345.0
12421.0,16,6,1098.6,652,16.90153846153846,44,1,2010-07-22 13:57:00,2011-11-24 09:07:00,489,16.3,67.4,108.67
12422.0,96,17,5231.8,2596,30.417441860465118,137,2,2009-12-18 12:44:00,2011-09-05 09:48:00,625,20.8,251.53,152.71
12423.0,1,10,2622.39,1793,15.893272727272727,128,2,2010-08-31 09:31:00,2011-12-09 10:10:00,465,15.5,169.19,179.3
12424.0,163,4,3340.0299999999997,2025,36.30467391304347,78,1,2010-06-09 15:15:00,2011-06-30 12:06:00,385,12.8,260.94,506.25
12425.0,78,2,1741.41,1147,19.136373626373626,87,1,2010-09-17 14:10:00,2011-09-22 17:31:00,370,12.3,141.58,573.5
12426.0,195,2,1345.21,584,17.470259740259742,73,1,2010-02-15 08:41:00,2011-05-29 12:26:00,468,15.6,86.23,292.0
12427.0,22,3,825.8000000000001,533,26.638709677419357,26,1,2010-12-03 10:44:00,2011-11-18 08:56:00,349,11.6,71.19,177.67
12428.0,26,9,7956.46,3536,27.062789115646257,258,1,2011-03-01 09:33:00,2011-11-14 08:22:00,257,8.6,925.17,392.89
12429.0,9,8,6204.41,2890,40.55169934640523,124,2,2010-06-11 13:28:00,2011-11-30 17:22:00,537,17.9,346.62,361.25
12430.0,43,1,256.4,117,23.30909090909091,11,1,2011-10-27 15:09:00,2011-10-27 15:09:00,0,1.0,256.4,117.0
12431.0,36,27,10432.220000000001,4600,26.749282051282055,244,2,2010-01-15 09:04:00,2011-11-04 11:55:00,658,21.9,476.36,170.37
12432.0,43,5,5059.32,1801,46.845555555555556,107,1,2011-06-20 13:27:00,2011-10-28 11:43:00,129,4.3,1176.59,360.2
12433.0,1,10,16794.14,13534,30.04318425760286,285,1,2010-08-20 09:23:00,2011-12-09 10:02:00,476,15.9,1056.24,1353.4
12434.0,85,3,1103.43,532,15.763285714285715,62,1,2010-11-23 13:38:00,2011-09-16 12:38:00,296,9.9,111.46,177.33
12435.0,80,6,13925.93,4958,124.33866071428572,88,1,2009-12-02 13:58:00,2011-09-21 09:06:00,657,21.9,635.89,826.33
12436.0,100,1,509.01,211,31.813125,16,1,2011-09-01 12:09:00,2011-09-01 12:09:00,0,1.0,509.01,211.0
12437.0,2,39,12683.4,8000,22.52824156305506,273,1,2009-12-02 16:24:00,2011-12-08 11:35:00,735,24.5,517.69,205.13
12438.0,14,2,2906.85,1180,29.66173469387755,84,1,2011-07-22 13:29:00,2011-11-25 13:28:00,125,4.2,692.11,590.0
12439.0,683,2,1142.88,478,16.096901408450705,69,1,2009-12-14 08:40:00,2010-01-26 12:11:00,43,1.4,816.34,239.0
12440.0,462,2,859.2,331,26.85,21,1,2009-12-22 12:03:00,2010-09-03 13:11:00,255,8.5,101.08,165.5
12441.0,367,1,173.55,121,15.77727272727273,11,1,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1.0,173.55,121.0
12442.0,3,1,172.06,182,14.338333333333333,12,1,2011-12-06 14:22:00,2011-12-06 14:22:00,0,1.0,172.06,182.0
12443.0,732,1,485.31,182,23.11,21,1,2009-12-07 15:42:00,2009-12-07 15:42:00,0,1.0,485.31,182.0
12444.0,21,5,5005.46,1153,28.440113636363638,138,1,2011-06-21 14:00:00,2011-11-18 13:23:00,149,5.0,1001.09,230.6
12445.0,22,2,434.98,206,18.124166666666667,24,1,2010-10-15 12:28:00,2011-11-17 18:43:00,398,13.3,32.71,103.0
12446.0,58,1,1002.3100000000001,351,17.584385964912283,57,1,2011-10-13 12:50:00,2011-10-13 12:50:00,0,1.0,1002.31,351.0
12447.0,243,1,476.49,190,18.326538461538462,26,1,2011-04-10 13:25:00,2011-04-10 13:25:00,0,1.0,476.49,190.0
12448.0,44,1,449.45,243,20.429545454545455,22,1,2011-10-26 13:46:00,2011-10-26 13:46:00,0,1.0,449.45,243.0
12449.0,22,6,4835.89,2282,24.05915422885572,125,2,2010-09-27 09:37:00,2011-11-17 13:46:00,416,13.9,347.91,380.33
12450.0,156,5,688.2,442,18.6,31,1,2010-08-22 13:11:00,2011-07-06 14:41:00,318,10.6,64.92,88.4
12451.0,11,8,12669.88,9359,24.794285714285714,352,1,2010-06-28 12:58:00,2011-11-29 08:40:00,518,17.3,732.36,1169.88
12452.0,17,2,430.57000000000005,185,19.57136363636364,21,1,2011-11-23 08:05:00,2011-11-23 10:28:00,0,1.0,430.57,92.5
12453.0,134,1,707.09,473,16.443953488372095,43,1,2011-07-28 14:08:00,2011-07-28 14:08:00,0,1.0,707.09,473.0
12454.0,56,5,16679.78,7703,416.99449999999996,24,1,2010-10-14 17:33:00,2011-10-14 17:13:00,364,12.1,1378.49,1540.6
12455.0,73,10,5879.95,3302,25.902863436123347,199,2,2009-12-18 12:33:00,2011-09-27 15:31:00,648,21.6,272.22,330.2
12456.0,44,3,3181.04,1633,25.44832,105,1,2011-03-30 09:12:00,2011-10-26 14:41:00,210,7.0,454.43,544.33
12457.0,66,8,2995.91,1094,35.665595238095236,63,2,2010-09-30 17:59:00,2011-10-04 13:13:00,368,12.3,243.57,136.75
12458.0,71,4,1777.49,986,21.160595238095237,71,1,2010-08-09 10:33:00,2011-09-29 15:25:00,416,13.9,127.88,246.5
12459.0,605,1,454.36,258,19.754782608695653,23,1,2010-04-13 14:53:00,2010-04-13 14:53:00,0,1.0,454.36,258.0
12460.0,456,1,326.65,170,18.147222222222222,18,1,2010-09-09 13:51:00,2010-09-09 13:51:00,0,1.0,326.65,170.0
12461.0,94,2,826.88,287,23.62514285714286,35,1,2011-07-08 10:23:00,2011-09-06 16:57:00,60,2.0,413.44,143.5
12462.0,19,2,1189.59,536,19.186935483870965,51,1,2011-02-09 14:44:00,2011-11-21 09:11:00,284,9.5,125.22,268.0
12463.0,53,4,1344.78,776,16.202168674698793,65,1,2011-04-12 12:47:00,2011-10-17 13:44:00,188,6.3,213.46,194.0
12464.0,10,8,1212.05,112,41.79482758620689,6,1,2011-02-03 13:30:00,2011-11-29 13:33:00,299,10.0,121.2,14.0
12465.0,17,2,742.19,479,15.791276595744682,46,1,2011-06-23 13:37:00,2011-11-22 16:34:00,152,5.1,145.53,239.5
12466.0,682,1,56.73,1,56.73,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,1.0,56.73,1.0
12467.0,423,1,132.8,129,14.755555555555556,9,1,2010-10-12 15:41:00,2010-10-12 15:41:00,0,1.0,132.8,129.0
12468.0,188,5,3670.7400000000002,2201,24.471600000000002,127,1,2010-01-26 10:09:00,2011-06-05 11:36:00,495,16.5,222.47,440.2
12469.0,523,2,3070.54,2552,40.40184210526316,76,1,2010-06-21 10:30:00,2010-07-05 12:40:00,14,0.5,6141.08,1276.0
12470.0,690,1,211.95,95,9.215217391304348,23,1,2010-01-19 11:01:00,2010-01-19 11:01:00,0,1.0,211.95,95.0
12471.0,2,79,39918.19,16858,35.17021145374449,255,1,2009-12-07 10:41:00,2011-12-07 15:43:00,730,24.3,1642.72,213.39
12472.0,32,19,16249.29,10378,19.32139120095125,397,1,2009-12-14 10:49:00,2011-11-07 14:01:00,693,23.1,703.43,546.21
12473.0,29,5,3928.05,2414,23.521257485029942,140,1,2011-06-01 10:15:00,2011-11-10 13:46:00,162,5.4,727.42,482.8
12474.0,17,31,12372.75,7940,17.47563559322034,369,1,2010-02-11 09:41:00,2011-11-22 14:39:00,649,21.6,572.81,256.13
12475.0,54,2,1149.64,771,18.846557377049184,54,1,2010-10-26 08:49:00,2011-10-17 10:10:00,356,11.9,96.61,385.5
12476.0,16,23,14083.91,5631,27.400603112840468,358,1,2010-07-26 09:04:00,2011-11-24 12:40:00,486,16.2,869.38,244.83
12477.0,23,9,20276.37,6119,35.95101063829787,295,1,2010-03-26 14:01:00,2011-11-17 09:51:00,600,20.0,1013.82,679.89
12478.0,4,1,680.99,236,18.91638888888889,36,1,2011-12-06 09:56:00,2011-12-06 09:56:00,0,1.0,680.99,236.0
12479.0,11,1,527.2,385,17.006451612903227,31,1,2011-11-28 13:26:00,2011-11-28 13:26:00,0,1.0,527.2,385.0
12480.0,28,7,5464.85,2952,22.58202479338843,177,1,2010-07-20 13:21:00,2011-11-11 14:52:00,479,16.0,341.55,421.71
12481.0,23,15,12185.51,7158,32.06713157894737,248,1,2010-04-11 13:10:00,2011-11-17 08:29:00,584,19.5,624.9,477.2
12482.0,576,29,23691.4,27042,116.1343137254902,42,1,2010-02-24 10:24:00,2010-05-12 16:51:00,77,2.6,9112.08,932.48
12483.0,17,19,5097.18,2160,36.93608695652174,68,1,2010-01-31 13:28:00,2011-11-22 17:02:00,660,22.0,231.69,113.68
12484.0,33,12,6354.1,3266,13.490658174097666,329,1,2010-01-27 16:41:00,2011-11-07 11:37:00,648,21.6,294.17,272.17
12485.0,529,1,708.1,414,20.826470588235296,34,1,2010-06-28 15:22:00,2010-06-28 15:22:00,0,1.0,708.1,414.0
12486.0,432,1,1037.28,523,21.168979591836734,49,1,2010-10-04 12:14:00,2010-10-04 12:14:00,0,1.0,1037.28,523.0
12487.0,731,1,285.3,174,142.65,2,1,2009-12-09 11:36:00,2009-12-09 11:36:00,0,1.0,285.3,174.0
12488.0,10,3,1298.66,529,23.612000000000002,46,1,2011-09-25 10:34:00,2011-11-30 08:50:00,65,2.2,590.3,176.33
12489.0,336,1,334.93,105,22.328666666666667,15,1,2011-01-07 13:13:00,2011-01-07 13:13:00,0,1.0,334.93,105.0
12490.0,5,21,9823.64,5906,21.26329004329004,195,1,2009-12-01 12:52:00,2011-12-04 16:07:00,733,24.4,402.61,281.24
12491.0,39,1,460.40000000000003,260,17.70769230769231,25,1,2011-11-01 12:18:00,2011-11-01 12:18:00,0,1.0,460.4,260.0
12492.0,63,3,715.21,444,17.028809523809525,38,1,2010-11-01 14:58:00,2011-10-07 15:15:00,340,11.3,63.29,148.0
12493.0,166,2,433.74,207,19.715454545454545,20,1,2011-05-26 14:53:00,2011-06-27 10:17:00,31,1.0,433.74,103.5
12494.0,16,9,1815.27,979,16.808055555555555,83,1,2010-05-12 13:52:00,2011-11-24 09:34:00,560,18.7,97.07,108.78
12495.0,641,1,357.4,130,21.023529411764706,17,1,2010-03-09 10:53:00,2010-03-09 10:53:00,0,1.0,357.4,130.0
12496.0,620,2,45.34,30,4.534000000000001,10,1,2010-03-29 13:57:00,2010-03-29 14:06:00,0,1.0,45.34,15.0
12497.0,82,3,6248.5,5685,109.62280701754386,41,1,2010-03-05 09:39:00,2011-09-19 12:29:00,563,18.8,332.37,1895.0
12498.0,21,3,403.70000000000005,159,17.55217391304348,21,1,2011-10-13 09:30:00,2011-11-18 12:53:00,36,1.2,336.42,53.0
12499.0,560,1,393.72,302,14.582222222222223,27,1,2010-05-28 15:12:00,2010-05-28 15:12:00,0,1.0,393.72,302.0
12500.0,23,19,5955.21,3377,40.7891095890411,88,1,2010-02-04 15:05:00,2011-11-16 16:20:00,650,21.7,274.43,177.74
12501.0,337,1,2169.39,1783,14.559664429530201,149,1,2011-01-07 12:28:00,2011-01-07 12:28:00,0,1.0,2169.39,1783.0
12502.0,96,5,3723.87,820,25.332448979591835,102,1,2011-02-03 10:41:00,2011-09-05 11:52:00,214,7.1,524.49,164.0
12503.0,584,1,1126.0,561,563.0,2,1,2010-05-04 13:59:00,2010-05-04 13:59:00,0,1.0,1126.0,561.0
12504.0,18,4,779.05,458,38.9525,11,1,2010-04-22 10:24:00,2011-11-21 16:02:00,578,19.3,40.37,114.5
12505.0,409,1,955.2,324,22.742857142857144,42,1,2010-10-27 09:18:00,2010-10-27 09:18:00,0,1.0,955.2,324.0
12506.0,233,1,73.5,23,3.1956521739130435,23,1,2011-04-21 08:54:00,2011-04-21 08:54:00,0,1.0,73.5,23.0
12507.0,134,4,1844.06,1256,37.633877551020404,46,1,2010-05-04 09:23:00,2011-07-28 17:09:00,450,15.0,122.94,314.0
12508.0,26,2,397.88,271,5.851176470588236,57,1,2011-11-10 16:27:00,2011-11-13 15:37:00,2,0.1,3978.8,135.5
12509.0,284,1,176.5,55,25.214285714285715,7,1,2011-02-28 14:45:00,2011-02-28 14:45:00,0,1.0,176.5,55.0
12510.0,143,9,5178.02,2049,35.71048275862069,94,1,2009-12-04 13:47:00,2011-07-20 10:15:00,592,19.7,262.84,227.67
12511.0,429,1,3084.02,1753,16.231684210526314,190,1,2010-10-07 10:39:00,2010-10-07 10:39:00,0,1.0,3084.02,1753.0
12512.0,66,2,132.18,96,4.263870967741935,31,1,2011-10-04 14:53:00,2011-10-04 14:55:00,0,1.0,132.18,48.0
12513.0,113,1,612.29,462,17.494,35,1,2011-08-19 10:51:00,2011-08-19 10:51:00,0,1.0,612.29,462.0
12514.0,267,2,1597.76,840,19.02095238095238,76,1,2010-03-08 12:18:00,2011-03-17 16:38:00,374,12.5,127.82,420.0
12515.0,353,1,383.7,131,23.98125,16,1,2010-12-21 15:43:00,2010-12-21 15:43:00,0,1.0,383.7,131.0
12516.0,78,4,2648.62,1952,35.792162162162164,49,1,2010-04-19 14:14:00,2011-09-23 09:13:00,521,17.4,152.22,488.0
12517.0,28,5,2481.6,1361,8.894623655913978,232,1,2011-06-02 15:13:00,2011-11-11 14:04:00,161,5.4,459.56,272.2
12518.0,1,5,2056.89,1318,16.58782258064516,84,1,2011-08-21 13:18:00,2011-12-09 10:13:00,109,3.6,571.36,263.6
12519.0,64,2,716.54,387,18.37282051282051,34,1,2010-08-20 08:21:00,2011-10-07 09:26:00,413,13.8,51.92,193.5
12520.0,79,5,2634.26,1439,17.330657894736845,121,1,2011-03-11 11:35:00,2011-09-21 15:23:00,194,6.5,405.27,287.8
12521.0,143,1,599.68,309,15.781052631578946,38,1,2011-07-20 10:51:00,2011-07-20 10:51:00,0,1.0,599.68,309.0
12522.0,39,2,192.72,194,16.06,11,1,2011-10-19 14:41:00,2011-10-31 15:30:00,12,0.4,481.8,97.0
12523.0,19,23,4352.35,2263,17.479317269076308,176,1,2009-12-07 13:46:00,2011-11-20 12:55:00,712,23.7,183.64,98.39
12524.0,9,17,11126.11,7178,46.35879166666667,157,1,2010-02-08 14:41:00,2011-11-30 15:31:00,660,22.0,505.73,422.24
12525.0,498,3,973.73,509,16.228833333333334,56,1,2010-03-02 14:01:00,2010-07-29 16:08:00,149,5.0,194.75,169.67
12526.0,1,3,1316.66,632,18.54450704225352,64,1,2011-09-06 14:19:00,2011-12-09 12:09:00,93,3.1,424.73,210.67
12527.0,82,5,735.51,526,22.9846875,26,1,2010-06-28 15:37:00,2011-09-19 11:55:00,447,14.9,49.36,105.2
12528.0,9,6,1933.48,756,21.01608695652174,50,1,2011-01-31 09:05:00,2011-11-30 14:40:00,303,10.1,191.43,126.0
12529.0,528,1,316.48,192,15.07047619047619,21,1,2010-06-29 13:10:00,2010-06-29 13:10:00,0,1.0,316.48,192.0
12530.0,60,9,3759.26,2713,23.792784810126584,94,1,2010-03-07 14:37:00,2011-10-11 12:34:00,582,19.4,193.78,301.44
12531.0,15,2,1933.2,1119,15.222047244094489,126,1,2010-01-22 14:17:00,2011-11-25 11:12:00,671,22.4,86.3,559.5
12532.0,30,1,349.83000000000004,153,21.864375000000003,16,1,2011-11-09 13:47:00,2011-11-09 13:47:00,0,1.0,349.83,153.0
12533.0,628,2,1367.89,704,18.998472222222222,63,1,2009-12-01 11:50:00,2010-03-22 10:56:00,110,3.7,369.7,352.0
12534.0,131,1,1089.18,651,17.28857142857143,63,1,2011-08-01 10:26:00,2011-08-01 10:26:00,0,1.0,1089.18,651.0
12535.0,92,2,716.35,219,21.069117647058825,28,1,2011-06-06 12:47:00,2011-09-09 08:48:00,94,3.1,231.08,109.5
12536.0,43,3,12601.830000000002,2803,48.282873563218395,260,1,2011-10-11 14:52:00,2011-10-27 14:20:00,15,0.5,25203.66,934.33
12537.0,409,1,732.94,449,17.04511627906977,43,1,2010-10-27 08:36:00,2010-10-27 08:36:00,0,1.0,732.94,449.0
12538.0,29,2,640.45,336,18.836764705882356,33,1,2010-11-26 13:02:00,2011-11-10 17:16:00,349,11.6,55.21,168.0
12539.0,22,7,11214.75,4535,22.251488095238095,276,1,2009-12-23 13:00:00,2011-11-17 13:30:00,694,23.1,485.49,647.86
12540.0,20,33,22254.49,11019,28.864448767833984,354,1,2009-12-07 16:56:00,2011-11-20 11:31:00,712,23.7,939.01,333.91
12541.0,30,3,981.18,680,18.868846153846153,46,1,2011-03-04 09:32:00,2011-11-10 10:40:00,251,8.4,116.81,226.67
12542.0,484,2,481.88,522,12.355897435897436,39,1,2010-03-09 16:26:00,2010-08-12 19:12:00,156,5.2,92.67,261.0
12543.0,448,1,980.25,688,22.796511627906977,43,1,2010-09-17 15:51:00,2010-09-17 15:51:00,0,1.0,980.25,688.0
12544.0,36,1,372.7,136,19.61578947368421,19,1,2011-11-03 16:15:00,2011-11-03 16:15:00,0,1.0,372.7,136.0
12545.0,75,2,1000.39,523,20.0078,42,1,2011-03-25 12:04:00,2011-09-25 13:39:00,184,6.1,164.0,261.5
12546.0,47,2,1161.5,633,16.833333333333332,59,1,2011-09-23 09:44:00,2011-10-24 12:09:00,31,1.0,1161.5,316.5
12547.0,198,3,383.58,309,18.265714285714285,13,1,2010-07-27 13:55:00,2011-05-26 12:38:00,302,10.1,37.98,103.0
