CustomerID,Cluster,Segment
12498.0,0,Potential Customers
12499.0,1,At Risk Customers
12500.0,2,Champions
12501.0,1,At Risk Customers
12502.0,3,Loyal Customers
12503.0,1,At Risk Customers
12504.0,3,Loyal Customers
12505.0,1,At Risk Customers
12506.0,0,Potential Customers
12507.0,3,Loyal Customers
12508.0,0,Potential Customers
12509.0,0,Potential Customers
12510.0,3,Loyal Customers
12511.0,1,At Risk Customers
12512.0,0,Potential Customers
12513.0,0,Potential Customers
12514.0,3,Loyal Customers
12515.0,1,At Risk Customers
12516.0,3,Loyal Customers
12517.0,3,Loyal Customers
12518.0,3,Loyal Customers
12519.0,0,Potential Customers
12520.0,3,Loyal Customers
12521.0,0,Potential Customers
12522.0,0,Potential Customers
12523.0,2,Champions
12524.0,2,Champions
12525.0,1,At Risk Customers
12526.0,3,Loyal Customers
12527.0,3,Loyal Customers
12528.0,3,Loyal Customers
12529.0,1,At Risk Customers
12530.0,3,Loyal Customers
12531.0,3,Loyal Customers
12532.0,0,Potential Customers
12533.0,1,At Risk Customers
12534.0,0,Potential Customers
12535.0,0,Potential Customers
12536.0,3,Loyal Customers
12537.0,1,At Risk Customers
12538.0,0,Potential Customers
12539.0,2,Champions
12540.0,2,Champions
12541.0,3,Loyal Customers
12542.0,1,At Risk Customers
12543.0,1,At Risk Customers
12544.0,0,Potential Customers
12545.0,0,Potential Customers
12546.0,0,Potential Customers
12547.0,0,Potential Customers
12548.0,0,Potential Customers
12549.0,1,At Risk Customers
12550.0,0,Potential Customers
12551.0,1,At Risk Customers
12552.0,0,Potential Customers
12553.0,2,Champions
12554.0,1,At Risk Customers
12555.0,1,At Risk Customers
12556.0,0,Potential Customers
12557.0,2,Champions
12558.0,0,Potential Customers
12559.0,1,At Risk Customers
12560.0,3,Loyal Customers
12561.0,1,At Risk Customers
12562.0,2,Champions
12563.0,1,At Risk Customers
12564.0,0,Potential Customers
12565.0,1,At Risk Customers
12566.0,0,Potential Customers
12567.0,2,Champions
12568.0,1,At Risk Customers
12569.0,2,Champions
12570.0,1,At Risk Customers
12571.0,0,Potential Customers
12572.0,0,Potential Customers
12573.0,3,Loyal Customers
12574.0,1,At Risk Customers
12575.0,1,At Risk Customers
12576.0,3,Loyal Customers
12577.0,3,Loyal Customers
12578.0,3,Loyal Customers
12579.0,0,Potential Customers
12580.0,0,Potential Customers
12581.0,0,Potential Customers
12582.0,3,Loyal Customers
12583.0,2,Champions
12584.0,3,Loyal Customers
12585.0,3,Loyal Customers
12586.0,3,Loyal Customers
12587.0,0,Potential Customers
12588.0,3,Loyal Customers
12589.0,3,Loyal Customers
12590.0,3,Loyal Customers
12591.0,3,Loyal Customers
12592.0,3,Loyal Customers
12593.0,0,Potential Customers
12594.0,2,Champions
12595.0,1,At Risk Customers
12596.0,0,Potential Customers
12597.0,3,Loyal Customers
12598.0,2,Champions
12599.0,2,Champions
12600.0,2,Champions
12601.0,3,Loyal Customers
12602.0,0,Potential Customers
12603.0,0,Potential Customers
12604.0,0,Potential Customers
12605.0,3,Loyal Customers
12606.0,1,At Risk Customers
12607.0,0,Potential Customers
12608.0,1,At Risk Customers
12609.0,3,Loyal Customers
12610.0,3,Loyal Customers
12611.0,0,Potential Customers
12612.0,0,Potential Customers
12613.0,2,Champions
12614.0,0,Potential Customers
12615.0,2,Champions
12616.0,3,Loyal Customers
12617.0,0,Potential Customers
12618.0,0,Potential Customers
12619.0,2,Champions
12620.0,3,Loyal Customers
12621.0,2,Champions
12622.0,0,Potential Customers
12623.0,3,Loyal Customers
12624.0,0,Potential Customers
12625.0,3,Loyal Customers
12626.0,2,Champions
12627.0,3,Loyal Customers
12628.0,0,Potential Customers
12629.0,1,At Risk Customers
12630.0,0,Potential Customers
12631.0,3,Loyal Customers
12632.0,1,At Risk Customers
12633.0,3,Loyal Customers
12634.0,1,At Risk Customers
12635.0,3,Loyal Customers
12636.0,1,At Risk Customers
12637.0,2,Champions
12638.0,0,Potential Customers
12639.0,3,Loyal Customers
12640.0,3,Loyal Customers
12641.0,0,Potential Customers
12642.0,3,Loyal Customers
12643.0,2,Champions
12644.0,3,Loyal Customers
12645.0,3,Loyal Customers
12646.0,0,Potential Customers
12647.0,2,Champions
12648.0,3,Loyal Customers
12649.0,3,Loyal Customers
12650.0,0,Potential Customers
12651.0,1,At Risk Customers
12652.0,1,At Risk Customers
12653.0,3,Loyal Customers
12654.0,3,Loyal Customers
12655.0,1,At Risk Customers
12656.0,2,Champions
12657.0,3,Loyal Customers
12658.0,0,Potential Customers
12659.0,0,Potential Customers
12660.0,0,Potential Customers
12661.0,1,At Risk Customers
12662.0,2,Champions
12663.0,1,At Risk Customers
12664.0,2,Champions
12665.0,1,At Risk Customers
12666.0,1,At Risk Customers
12667.0,0,Potential Customers
12668.0,2,Champions
12669.0,3,Loyal Customers
12670.0,3,Loyal Customers
12671.0,1,At Risk Customers
12672.0,1,At Risk Customers
12673.0,3,Loyal Customers
12674.0,3,Loyal Customers
12675.0,1,At Risk Customers
12676.0,3,Loyal Customers
12677.0,1,At Risk Customers
12678.0,2,Champions
12679.0,3,Loyal Customers
12680.0,3,Loyal Customers
12681.0,2,Champions
12682.0,2,Champions
12683.0,2,Champions
12684.0,3,Loyal Customers
12685.0,3,Loyal Customers
12686.0,1,At Risk Customers
12687.0,1,At Risk Customers
12688.0,3,Loyal Customers
12689.0,0,Potential Customers
12690.0,0,Potential Customers
12691.0,3,Loyal Customers
12692.0,1,At Risk Customers
12693.0,3,Loyal Customers
12694.0,3,Loyal Customers
12695.0,3,Loyal Customers
12696.0,1,At Risk Customers
12697.0,3,Loyal Customers
12698.0,1,At Risk Customers
12699.0,1,At Risk Customers
12700.0,3,Loyal Customers
12701.0,3,Loyal Customers
12702.0,0,Potential Customers
12703.0,3,Loyal Customers
12704.0,3,Loyal Customers
12705.0,2,Champions
12707.0,0,Potential Customers
12708.0,2,Champions
12709.0,2,Champions
12710.0,3,Loyal Customers
12711.0,1,At Risk Customers
12712.0,2,Champions
12713.0,0,Potential Customers
12714.0,2,Champions
12715.0,0,Potential Customers
12716.0,0,Potential Customers
12717.0,3,Loyal Customers
12718.0,0,Potential Customers
12719.0,0,Potential Customers
12720.0,2,Champions
12721.0,3,Loyal Customers
12722.0,3,Loyal Customers
12723.0,3,Loyal Customers
12724.0,3,Loyal Customers
12725.0,3,Loyal Customers
12726.0,2,Champions
12727.0,2,Champions
12728.0,3,Loyal Customers
12729.0,0,Potential Customers
12730.0,1,At Risk Customers
12731.0,2,Champions
12732.0,0,Potential Customers
12733.0,3,Loyal Customers
12734.0,1,At Risk Customers
12735.0,1,At Risk Customers
12736.0,1,At Risk Customers
12737.0,1,At Risk Customers
12738.0,1,At Risk Customers
12739.0,3,Loyal Customers
12740.0,0,Potential Customers
12741.0,1,At Risk Customers
12742.0,1,At Risk Customers
12743.0,0,Potential Customers
12744.0,2,Champions
12745.0,1,At Risk Customers
12746.0,1,At Risk Customers
12747.0,2,Champions
12748.0,2,Champions
12749.0,2,Champions
12750.0,0,Potential Customers
12751.0,1,At Risk Customers
12752.0,3,Loyal Customers
12753.0,2,Champions
12754.0,3,Loyal Customers
12755.0,2,Champions
12756.0,0,Potential Customers
12757.0,2,Champions
12758.0,2,Champions
12759.0,3,Loyal Customers
12760.0,1,At Risk Customers
12761.0,1,At Risk Customers
12762.0,3,Loyal Customers
12763.0,0,Potential Customers
12764.0,1,At Risk Customers
12765.0,1,At Risk Customers
12766.0,2,Champions
12767.0,1,At Risk Customers
12768.0,1,At Risk Customers
12769.0,0,Potential Customers
12770.0,3,Loyal Customers
12771.0,1,At Risk Customers
12772.0,0,Potential Customers
12773.0,1,At Risk Customers
12774.0,1,At Risk Customers
12775.0,3,Loyal Customers
12776.0,1,At Risk Customers
12777.0,1,At Risk Customers
12778.0,3,Loyal Customers
12779.0,2,Champions
12780.0,1,At Risk Customers
12781.0,0,Potential Customers
12782.0,2,Champions
12783.0,3,Loyal Customers
12784.0,3,Loyal Customers
12785.0,1,At Risk Customers
12786.0,1,At Risk Customers
12787.0,3,Loyal Customers
12788.0,1,At Risk Customers
12789.0,0,Potential Customers
12790.0,0,Potential Customers
12791.0,3,Loyal Customers
12792.0,0,Potential Customers
12793.0,1,At Risk Customers
12794.0,0,Potential Customers
12795.0,0,Potential Customers
12796.0,1,At Risk Customers
12797.0,1,At Risk Customers
12798.0,3,Loyal Customers
12799.0,1,At Risk Customers
12800.0,1,At Risk Customers
12801.0,1,At Risk Customers
12802.0,3,Loyal Customers
12803.0,1,At Risk Customers
12804.0,1,At Risk Customers
12805.0,3,Loyal Customers
12806.0,3,Loyal Customers
12807.0,1,At Risk Customers
12808.0,3,Loyal Customers
12809.0,3,Loyal Customers
12810.0,1,At Risk Customers
12811.0,3,Loyal Customers
12812.0,0,Potential Customers
12813.0,1,At Risk Customers
12814.0,0,Potential Customers
12815.0,0,Potential Customers
12816.0,0,Potential Customers
12817.0,0,Potential Customers
12818.0,0,Potential Customers
12819.0,1,At Risk Customers
12820.0,3,Loyal Customers
12821.0,0,Potential Customers
12822.0,0,Potential Customers
12823.0,2,Champions
12824.0,0,Potential Customers
12825.0,1,At Risk Customers
12826.0,2,Champions
12827.0,0,Potential Customers
12828.0,3,Loyal Customers
12829.0,1,At Risk Customers
12830.0,3,Loyal Customers
12831.0,0,Potential Customers
12832.0,0,Potential Customers
12833.0,0,Potential Customers
12834.0,0,Potential Customers
12835.0,2,Champions
12836.0,2,Champions
12837.0,0,Potential Customers
12838.0,3,Loyal Customers
12839.0,2,Champions
12840.0,3,Loyal Customers
12841.0,2,Champions
12842.0,3,Loyal Customers
12843.0,2,Champions
12844.0,3,Loyal Customers
12845.0,0,Potential Customers
12846.0,1,At Risk Customers
12847.0,3,Loyal Customers
12848.0,1,At Risk Customers
12849.0,3,Loyal Customers
12850.0,1,At Risk Customers
12851.0,0,Potential Customers
12852.0,1,At Risk Customers
12853.0,2,Champions
12854.0,3,Loyal Customers
12855.0,1,At Risk Customers
12856.0,3,Loyal Customers
12857.0,3,Loyal Customers
12858.0,1,At Risk Customers
12859.0,1,At Risk Customers
12860.0,1,At Risk Customers
12861.0,1,At Risk Customers
12862.0,1,At Risk Customers
12863.0,3,Loyal Customers
12864.0,0,Potential Customers
12865.0,3,Loyal Customers
12866.0,3,Loyal Customers
12867.0,2,Champions
12868.0,3,Loyal Customers
12869.0,1,At Risk Customers
12870.0,1,At Risk Customers
12871.0,0,Potential Customers
12872.0,3,Loyal Customers
12873.0,3,Loyal Customers
12874.0,1,At Risk Customers
12875.0,3,Loyal Customers
12876.0,3,Loyal Customers
12877.0,2,Champions
12878.0,0,Potential Customers
12879.0,0,Potential Customers
12880.0,1,At Risk Customers
12881.0,0,Potential Customers
12882.0,3,Loyal Customers
12883.0,3,Loyal Customers
12884.0,0,Potential Customers
12885.0,3,Loyal Customers
12886.0,3,Loyal Customers
12887.0,1,At Risk Customers
12888.0,0,Potential Customers
12889.0,1,At Risk Customers
12890.0,0,Potential Customers
12891.0,3,Loyal Customers
12892.0,1,At Risk Customers
12893.0,0,Potential Customers
12894.0,1,At Risk Customers
12895.0,0,Potential Customers
12897.0,0,Potential Customers
12898.0,1,At Risk Customers
12899.0,1,At Risk Customers
12900.0,1,At Risk Customers
12901.0,2,Champions
12902.0,0,Potential Customers
12903.0,1,At Risk Customers
12904.0,0,Potential Customers
12905.0,1,At Risk Customers
12906.0,3,Loyal Customers
12907.0,1,At Risk Customers
12908.0,3,Loyal Customers
12909.0,3,Loyal Customers
12910.0,2,Champions
12911.0,1,At Risk Customers
12912.0,3,Loyal Customers
12913.0,2,Champions
12914.0,1,At Risk Customers
12915.0,3,Loyal Customers
12916.0,3,Loyal Customers
12917.0,3,Loyal Customers
12918.0,1,At Risk Customers
12919.0,3,Loyal Customers
12920.0,0,Potential Customers
12921.0,2,Champions
12922.0,0,Potential Customers
12923.0,0,Potential Customers
12924.0,3,Loyal Customers
12925.0,0,Potential Customers
12926.0,1,At Risk Customers
12927.0,1,At Risk Customers
12928.0,2,Champions
12929.0,1,At Risk Customers
12930.0,0,Potential Customers
12931.0,2,Champions
12932.0,1,At Risk Customers
12933.0,3,Loyal Customers
12934.0,1,At Risk Customers
12935.0,2,Champions
12936.0,3,Loyal Customers
12937.0,3,Loyal Customers
12938.0,0,Potential Customers
12939.0,2,Champions
12940.0,0,Potential Customers
12941.0,1,At Risk Customers
12942.0,0,Potential Customers
12943.0,1,At Risk Customers
12944.0,0,Potential Customers
12945.0,0,Potential Customers
12946.0,1,At Risk Customers
12947.0,3,Loyal Customers
12948.0,3,Loyal Customers
12949.0,2,Champions
12950.0,3,Loyal Customers
12951.0,2,Champions
12952.0,3,Loyal Customers
12953.0,0,Potential Customers
12954.0,1,At Risk Customers
12955.0,2,Champions
12956.0,0,Potential Customers
12957.0,2,Champions
12958.0,1,At Risk Customers
12959.0,1,At Risk Customers
12960.0,1,At Risk Customers
12961.0,1,At Risk Customers
12962.0,0,Potential Customers
12963.0,2,Champions
12964.0,1,At Risk Customers
12965.0,0,Potential Customers
12966.0,0,Potential Customers
12967.0,3,Loyal Customers
12968.0,0,Potential Customers
12969.0,1,At Risk Customers
12970.0,3,Loyal Customers
12971.0,2,Champions
12972.0,1,At Risk Customers
12973.0,1,At Risk Customers
12974.0,0,Potential Customers
12975.0,3,Loyal Customers
12976.0,3,Loyal Customers
12977.0,0,Potential Customers
12978.0,3,Loyal Customers
12979.0,1,At Risk Customers
12980.0,2,Champions
12981.0,0,Potential Customers
12982.0,3,Loyal Customers
12983.0,1,At Risk Customers
12984.0,0,Potential Customers
12985.0,0,Potential Customers
12986.0,3,Loyal Customers
12987.0,3,Loyal Customers
12988.0,0,Potential Customers
12989.0,2,Champions
12990.0,3,Loyal Customers
12991.0,0,Potential Customers
12992.0,1,At Risk Customers
12993.0,3,Loyal Customers
12994.0,3,Loyal Customers
12995.0,0,Potential Customers
12996.0,1,At Risk Customers
12997.0,3,Loyal Customers
12998.0,1,At Risk Customers
12999.0,0,Potential Customers
13000.0,3,Loyal Customers
13001.0,2,Champions
13002.0,1,At Risk Customers
13003.0,0,Potential Customers
13004.0,2,Champions
13005.0,3,Loyal Customers
13006.0,0,Potential Customers
13007.0,1,At Risk Customers
13008.0,1,At Risk Customers
13009.0,1,At Risk Customers
13010.0,1,At Risk Customers
13011.0,1,At Risk Customers
13012.0,2,Champions
13013.0,2,Champions
13014.0,2,Champions
13015.0,2,Champions
13016.0,0,Potential Customers
13017.0,0,Potential Customers
13018.0,2,Champions
13019.0,3,Loyal Customers
13020.0,1,At Risk Customers
13021.0,2,Champions
13022.0,1,At Risk Customers
13023.0,3,Loyal Customers
13024.0,1,At Risk Customers
13025.0,1,At Risk Customers
13026.0,3,Loyal Customers
13027.0,2,Champions
13028.0,0,Potential Customers
13029.0,3,Loyal Customers
13030.0,0,Potential Customers
13031.0,3,Loyal Customers
13032.0,3,Loyal Customers
13033.0,1,At Risk Customers
13034.0,0,Potential Customers
13035.0,3,Loyal Customers
13036.0,1,At Risk Customers
13037.0,2,Champions
13038.0,3,Loyal Customers
13039.0,1,At Risk Customers
13040.0,0,Potential Customers
13041.0,1,At Risk Customers
13042.0,1,At Risk Customers
13043.0,0,Potential Customers
13044.0,2,Champions
13045.0,0,Potential Customers
13046.0,3,Loyal Customers
13047.0,2,Champions
13048.0,3,Loyal Customers
13049.0,3,Loyal Customers
13050.0,2,Champions
13051.0,1,At Risk Customers
13052.0,3,Loyal Customers
13053.0,1,At Risk Customers
13055.0,3,Loyal Customers
13056.0,1,At Risk Customers
13057.0,1,At Risk Customers
13058.0,0,Potential Customers
13059.0,3,Loyal Customers
13060.0,0,Potential Customers
13061.0,0,Potential Customers
13062.0,0,Potential Customers
13063.0,1,At Risk Customers
13064.0,3,Loyal Customers
13065.0,3,Loyal Customers
13066.0,0,Potential Customers
13067.0,0,Potential Customers
13068.0,0,Potential Customers
13069.0,2,Champions
13070.0,3,Loyal Customers
13071.0,1,At Risk Customers
13072.0,0,Potential Customers
13073.0,1,At Risk Customers
13074.0,1,At Risk Customers
13075.0,0,Potential Customers
13076.0,1,At Risk Customers
13077.0,3,Loyal Customers
13078.0,2,Champions
13079.0,3,Loyal Customers
13080.0,0,Potential Customers
13081.0,2,Champions
13082.0,2,Champions
13083.0,0,Potential Customers
13084.0,1,At Risk Customers
13085.0,3,Loyal Customers
13086.0,1,At Risk Customers
13087.0,1,At Risk Customers
13088.0,1,At Risk Customers
13089.0,2,Champions
13090.0,2,Champions
13091.0,3,Loyal Customers
13092.0,3,Loyal Customers
13093.0,2,Champions
13094.0,2,Champions
13095.0,0,Potential Customers
13096.0,1,At Risk Customers
13097.0,2,Champions
13098.0,2,Champions
13099.0,0,Potential Customers
13101.0,3,Loyal Customers
13102.0,2,Champions
13103.0,0,Potential Customers
13104.0,3,Loyal Customers
13105.0,1,At Risk Customers
13106.0,0,Potential Customers
13107.0,2,Champions
13108.0,1,At Risk Customers
13109.0,3,Loyal Customers
13110.0,2,Champions
13111.0,1,At Risk Customers
13112.0,1,At Risk Customers
13113.0,2,Champions
13114.0,1,At Risk Customers
13115.0,2,Champions
13116.0,0,Potential Customers
13117.0,2,Champions
13118.0,3,Loyal Customers
13119.0,1,At Risk Customers
13120.0,0,Potential Customers
13121.0,0,Potential Customers
13122.0,0,Potential Customers
13123.0,1,At Risk Customers
13124.0,3,Loyal Customers
13125.0,1,At Risk Customers
13126.0,2,Champions
13127.0,0,Potential Customers
13128.0,1,At Risk Customers
13129.0,1,At Risk Customers
13130.0,0,Potential Customers
13131.0,3,Loyal Customers
13132.0,0,Potential Customers
13133.0,0,Potential Customers
13134.0,3,Loyal Customers
13135.0,3,Loyal Customers
13136.0,2,Champions
13137.0,2,Champions
13138.0,3,Loyal Customers
13139.0,2,Champions
13140.0,3,Loyal Customers
13141.0,2,Champions
13142.0,0,Potential Customers
13143.0,1,At Risk Customers
13144.0,1,At Risk Customers
13145.0,3,Loyal Customers
13146.0,0,Potential Customers
13147.0,3,Loyal Customers
13148.0,2,Champions
13149.0,3,Loyal Customers
13150.0,1,At Risk Customers
13151.0,3,Loyal Customers
13152.0,3,Loyal Customers
13153.0,0,Potential Customers
13154.0,1,At Risk Customers
13155.0,3,Loyal Customers
13156.0,1,At Risk Customers
13157.0,2,Champions
13158.0,3,Loyal Customers
13159.0,3,Loyal Customers
13160.0,0,Potential Customers
13161.0,1,At Risk Customers
13162.0,2,Champions
13163.0,1,At Risk Customers
13164.0,1,At Risk Customers
13165.0,3,Loyal Customers
13166.0,0,Potential Customers
13167.0,3,Loyal Customers
13168.0,3,Loyal Customers
13169.0,0,Potential Customers
13170.0,0,Potential Customers
13171.0,0,Potential Customers
13172.0,1,At Risk Customers
13173.0,3,Loyal Customers
13174.0,2,Champions
13175.0,1,At Risk Customers
13176.0,0,Potential Customers
13177.0,0,Potential Customers
13178.0,2,Champions
13179.0,1,At Risk Customers
13180.0,1,At Risk Customers
13181.0,1,At Risk Customers
13182.0,0,Potential Customers
13183.0,2,Champions
13184.0,3,Loyal Customers
13185.0,0,Potential Customers
13186.0,3,Loyal Customers
13187.0,1,At Risk Customers
13188.0,0,Potential Customers
13189.0,0,Potential Customers
13190.0,1,At Risk Customers
13191.0,1,At Risk Customers
13192.0,3,Loyal Customers
13193.0,0,Potential Customers
13194.0,0,Potential Customers
13195.0,1,At Risk Customers
13196.0,3,Loyal Customers
13197.0,1,At Risk Customers
13198.0,3,Loyal Customers
13199.0,2,Champions
13200.0,3,Loyal Customers
13201.0,1,At Risk Customers
13202.0,3,Loyal Customers
13203.0,3,Loyal Customers
13204.0,1,At Risk Customers
13205.0,1,At Risk Customers
13206.0,2,Champions
13207.0,0,Potential Customers
13208.0,3,Loyal Customers
13209.0,2,Champions
13210.0,0,Potential Customers
13211.0,3,Loyal Customers
13212.0,0,Potential Customers
13213.0,2,Champions
13214.0,3,Loyal Customers
13215.0,1,At Risk Customers
13216.0,0,Potential Customers
13217.0,3,Loyal Customers
13218.0,0,Potential Customers
13219.0,1,At Risk Customers
13220.0,3,Loyal Customers
13221.0,0,Potential Customers
13222.0,1,At Risk Customers
13223.0,3,Loyal Customers
13224.0,3,Loyal Customers
13225.0,2,Champions
13226.0,0,Potential Customers
13227.0,0,Potential Customers
13228.0,0,Potential Customers
13229.0,0,Potential Customers
13230.0,2,Champions
13232.0,3,Loyal Customers
13233.0,3,Loyal Customers
13234.0,1,At Risk Customers
13235.0,0,Potential Customers
13236.0,0,Potential Customers
13237.0,1,At Risk Customers
13238.0,3,Loyal Customers
13239.0,3,Loyal Customers
13240.0,3,Loyal Customers
13241.0,1,At Risk Customers
13242.0,3,Loyal Customers
13243.0,3,Loyal Customers
13244.0,0,Potential Customers
13245.0,0,Potential Customers
13246.0,2,Champions
13247.0,0,Potential Customers
13248.0,0,Potential Customers
13249.0,3,Loyal Customers
13250.0,1,At Risk Customers
13251.0,1,At Risk Customers
13252.0,1,At Risk Customers
13253.0,3,Loyal Customers
13254.0,1,At Risk Customers
13255.0,0,Potential Customers
13257.0,1,At Risk Customers
13258.0,3,Loyal Customers
13259.0,3,Loyal Customers
13260.0,0,Potential Customers
13261.0,0,Potential Customers
13262.0,0,Potential Customers
13263.0,2,Champions
13264.0,1,At Risk Customers
13265.0,3,Loyal Customers
13266.0,2,Champions
13267.0,2,Champions
13268.0,2,Champions
13269.0,2,Champions
13270.0,1,At Risk Customers
13271.0,0,Potential Customers
13272.0,0,Potential Customers
13273.0,0,Potential Customers
13274.0,1,At Risk Customers
13275.0,1,At Risk Customers
13276.0,3,Loyal Customers
13277.0,3,Loyal Customers
13278.0,3,Loyal Customers
13279.0,0,Potential Customers
13280.0,3,Loyal Customers
13281.0,1,At Risk Customers
13282.0,3,Loyal Customers
13283.0,0,Potential Customers
13284.0,1,At Risk Customers
13285.0,3,Loyal Customers
13286.0,1,At Risk Customers
13287.0,1,At Risk Customers
13288.0,1,At Risk Customers
13289.0,1,At Risk Customers
13290.0,1,At Risk Customers
13291.0,3,Loyal Customers
13292.0,3,Loyal Customers
13293.0,3,Loyal Customers
13294.0,3,Loyal Customers
13295.0,3,Loyal Customers
13296.0,3,Loyal Customers
13297.0,3,Loyal Customers
13298.0,0,Potential Customers
13299.0,3,Loyal Customers
13300.0,3,Loyal Customers
13301.0,3,Loyal Customers
13302.0,0,Potential Customers
13303.0,1,At Risk Customers
13304.0,3,Loyal Customers
13305.0,2,Champions
13306.0,1,At Risk Customers
13307.0,0,Potential Customers
13308.0,3,Loyal Customers
13309.0,3,Loyal Customers
13310.0,3,Loyal Customers
13311.0,0,Potential Customers
13312.0,1,At Risk Customers
13313.0,2,Champions
13314.0,0,Potential Customers
13315.0,1,At Risk Customers
13316.0,2,Champions
13317.0,2,Champions
13318.0,0,Potential Customers
13319.0,2,Champions
13320.0,3,Loyal Customers
13321.0,0,Potential Customers
13322.0,0,Potential Customers
13323.0,3,Loyal Customers
13324.0,2,Champions
13325.0,0,Potential Customers
13326.0,1,At Risk Customers
13327.0,2,Champions
13328.0,1,At Risk Customers
13329.0,3,Loyal Customers
13330.0,3,Loyal Customers
13331.0,1,At Risk Customers
13332.0,0,Potential Customers
13333.0,1,At Risk Customers
13334.0,3,Loyal Customers
13336.0,0,Potential Customers
13337.0,1,At Risk Customers
13338.0,3,Loyal Customers
13339.0,0,Potential Customers
13340.0,2,Champions
13341.0,0,Potential Customers
13343.0,0,Potential Customers
13344.0,3,Loyal Customers
13345.0,0,Potential Customers
13346.0,1,At Risk Customers
