Date,DailySales,Year,Quarter,Month,MonthName,Week,Day,DayOfWeek,DayName,IsWeekend,IsMonthStart,IsMonthEnd,DayOfYear,Lag_1,Lag_7,Lag_14,Lag_30,RollingMean_7,RollingStd_7,RollingMean_14,RollingStd_14,RollingMean_30,RollingStd_30,TimeIndex
2010-01-26,38570.37,2010,1,1,January,4,26,1,Tuesday,0,0,0,26,18346.54,21892.791,38833.58,0.0,20345.518571428573,12607.408498748426,17383.271500000003,10546.366932194094,15650.694033333333,16214.229451243204,56
2010-01-27,23722.72,2010,1,1,January,4,27,2,Wednesday,0,0,0,27,38570.37,13244.34,12391.1,0.0,21842.43,12240.465949306552,18192.672928571432,10568.571414532347,16441.451366666664,16001.713624725691,57
2010-01-28,18914.83,2010,1,1,January,4,28,3,Thursday,0,0,0,28,23722.72,27359.23,23721.64,0.0,20636.087142857144,12020.281179697513,17849.32935714286,10452.577044476078,17071.9457,15701.373665575298,58
2010-01-29,25382.441,2010,1,1,January,4,29,4,Friday,0,0,0,29,18914.83,29345.83,13499.550000000001,0.0,20069.888714285717,11628.60802439389,18698.10728571429,10554.160770042348,17918.02706666667,15431.269537210945,59
2010-01-30,0.0,2010,1,1,January,4,30,5,Saturday,1,0,0,30,25382.441,0.0,0.0,0.0,20069.888714285717,11628.60802439389,18698.10728571429,10554.160770042348,17918.02706666667,15431.269537210945,60
2010-01-31,18261.86,2010,1,1,January,4,31,6,Sunday,1,0,1,31,0.0,15552.32,17363.25,0.0,20456.965857142863,11497.527902783562,18762.293714285715,10548.148993409666,18526.755733333335,15055.694667612826,61
2010-02-01,16606.931,2010,1,2,February,5,1,0,Monday,0,1,0,32,18261.86,18346.54,12078.84,0.0,20208.450285714287,11569.32321868008,19085.728785714287,10395.773197559727,19080.3201,14650.875411728817,62
2010-02-02,19532.03,2010,1,2,February,5,2,1,Tuesday,0,0,0,33,16606.931,38570.37,21892.791,0.0,17488.687428571433,8312.772474182262,18917.103,10365.841856779147,19731.387766666667,14200.807545138643,63
2010-02-03,17230.061,2010,1,2,February,5,3,2,Wednesday,0,0,0,34,19532.03,23722.72,13244.34,13415.09,16561.16471428572,7850.6343063734375,19201.797357142856,10252.16661744673,19858.553466666668,14159.316413641222,64
2010-02-04,22486.010000000002,2010,1,2,February,5,4,3,Thursday,0,0,0,35,17230.061,18914.83,27359.23,19051.19,17071.33328571429,8139.788097753788,18853.710214285715,10034.310388741971,19973.047466666667,14166.448248728097,65
2010-02-05,19420.74,2010,1,2,February,5,5,4,Friday,0,0,0,36,22486.010000000002,25382.441,29345.83,8731.26,16219.661714285718,7403.880636414249,18144.775214285713,9576.159123292175,20329.36346666667,14007.483035702371,66
2010-02-06,0.0,2010,1,2,February,5,6,5,Saturday,1,0,0,37,19420.74,0.0,0.0,72989.38,16219.661714285716,7403.880636414249,18144.775214285713,9576.159123292175,17896.384133333333,10426.593772896782,67
2010-02-07,17023.920000000002,2010,1,2,February,5,7,6,Sunday,1,0,0,38,0.0,18261.86,15552.32,30292.7,16042.813142857147,7361.635014282613,18249.8895,9553.563621861467,17454.09146666667,10160.650494980806,68
2010-02-08,13016.04,2010,1,2,February,6,8,0,Monday,0,0,0,39,17023.920000000002,16606.931,18346.54,0.0,15529.828714285717,7440.464546820393,17869.1395,9655.097353590016,17887.959466666667,9654.960284217592,69
2010-02-09,18398.260000000002,2010,1,2,February,6,9,1,Tuesday,0,0,0,40,13016.04,19532.03,38570.37,23157.33,15367.861571428573,7350.620443845556,16428.274500000003,7618.527521818371,17729.323800000002,9604.360839957828,70
2010-02-10,6082.34,2010,1,2,February,6,10,2,Wednesday,0,0,0,41,18398.260000000002,17230.061,23722.72,19684.49,13775.330000000004,8053.878485514472,15168.247357142858,7776.431694671835,17275.9188,9827.35615536345,71
2010-02-11,15061.87,2010,1,2,February,6,11,3,Thursday,0,0,0,42,6082.34,22486.010000000002,18914.83,38833.58,12714.738571428576,7154.194711464536,14893.035928571431,7701.456529280591,16483.528466666667,8948.249151785427,72
2010-02-12,9728.960000000001,2010,1,2,February,6,12,4,Friday,0,0,0,43,15061.87,19420.74,25382.441,12391.1,11330.198571428573,6552.617457343319,13774.930142857145,7180.097698671349,16394.79046666667,9003.263230298326,73
2010-02-13,0.0,2010,1,2,February,6,13,5,Saturday,1,0,0,44,9728.960000000001,0.0,0.0,23721.64,11330.198571428573,6552.617457343319,13774.930142857145,7180.097698671349,15604.069133333334,9371.73472069874,74
2010-02-14,17772.19,2010,1,2,February,6,14,6,Sunday,1,0,0,45,0.0,17023.920000000002,18261.86,13499.550000000001,11437.094285714289,6666.103012720004,13739.953714285715,7157.716967489218,15746.490466666668,9371.115141392089,75
2010-02-15,42318.211,2010,1,2,February,7,15,0,Monday,0,0,0,46,17772.19,13016.04,16606.931,0.0,15623.118714285718,13509.94863420822,15576.473714285718,10478.203784754482,17157.0975,10077.503410744896,76
2010-02-16,25669.010000000002,2010,1,2,February,7,16,1,Tuesday,0,0,0,47,42318.211,18398.260000000002,19532.03,17363.25,16661.797285714292,14028.41653537067,16014.829428571433,10780.425609232367,17433.956166666667,10196.748651389547,77
2010-02-17,26455.22,2010,1,2,February,7,17,2,Wednesday,0,0,0,48,25669.010000000002,6082.34,17230.061,12078.84,19572.20871428572,13573.697433852773,16673.76935714286,11136.477256882405,17913.168833333337,10273.92648528155,78
2010-02-18,35737.24,2010,1,2,February,7,18,3,Thursday,0,0,0,49,26455.22,15061.87,22486.010000000002,21892.791,22525.833000000002,14636.537491025083,17620.285785714288,12182.47763980516,18374.650466666666,10758.35610880497,79
2010-02-19,18931.99,2010,1,2,February,7,19,4,Friday,0,0,0,50,35737.24,9728.960000000001,19420.74,13244.34,23840.551571428576,13677.388474127672,17585.375071428574,12177.620611133085,18564.238800000003,10714.857214262433,80
2010-02-20,0.0,2010,1,2,February,7,20,5,Saturday,1,0,0,51,18931.99,0.0,0.0,27359.23,23840.551571428576,13677.388474127672,17585.375071428574,12177.620611133085,17652.26446666667,11097.941662237694,81
2010-02-21,11394.731,2010,1,2,February,7,21,6,Sunday,1,0,0,52,0.0,17772.19,17023.920000000002,29345.83,22929.486000000004,14345.085610524773,17183.290142857142,12289.999683601154,17053.894500000002,10928.357318444423,82
2010-02-22,26336.24,2010,1,2,February,8,22,0,Monday,0,0,0,53,11394.731,42318.211,13016.04,0.0,20646.347285714288,11789.000141444765,18134.733000000004,12457.034796841714,17931.769166666665,10562.861941011688,83
2010-02-23,20840.010000000002,2010,1,2,February,8,23,1,Tuesday,0,0,0,54,26336.24,25669.010000000002,18398.260000000002,15552.32,19956.490142857143,11585.639029796612,18309.143714285718,12478.083916308939,18108.0255,10565.90420224255,84
2010-02-24,30392.661,2010,1,2,February,8,24,2,Wednesday,0,0,0,55,20840.010000000002,26455.22,6082.34,18346.54,20518.981714285714,12040.40133190709,20045.595214285717,12336.426625281407,18509.562866666667,10801.548466921382,85
2010-02-25,44604.16,2010,1,2,February,8,25,3,Thursday,0,0,0,56,30392.661,35737.24,15061.87,38570.37,21785.684571428574,14183.889101760342,22155.758785714286,13851.917411292303,18710.6892,11235.425028968626,86
2010-02-26,12778.641,2010,1,2,February,8,26,4,Friday,0,0,0,57,44604.16,18931.99,9728.960000000001,23722.72,20906.63471428572,14575.495537244617,22373.593142857142,13664.169011877013,18345.886566666668,11244.745602271054,87
2010-02-27,0.0,2010,1,2,February,8,27,5,Saturday,1,0,0,58,12778.641,0.0,0.0,18914.83,20906.63471428572,14575.495537244617,22373.593142857142,13664.169011877013,17715.392233333332,11731.488676281244,88
2010-02-28,16741.49,2010,1,2,February,8,28,6,Sunday,1,0,1,59,0.0,11394.731,17772.19,25382.441,21670.457428571437,14127.15212623381,22299.97171428572,13693.61301294843,17427.360533333336,11642.494920516372,89
2010-03-01,23933.87,2010,1,3,March,9,1,0,Monday,0,1,0,60,16741.49,26336.24,42318.211,0.0,21327.261714285716,14023.715565445085,20986.804500000002,12451.42404947993,18225.156200000005,11219.457211902642,90
2010-03-02,21667.8,2010,1,3,March,9,2,1,Tuesday,0,0,0,61,23933.87,20840.010000000002,25669.010000000002,18261.86,21445.517428571435,14022.412124620801,20701.003785714285,12381.408671659408,18338.687533333334,11237.060224246594,91
2010-03-03,31849.7,2010,1,3,March,9,3,2,Wednesday,0,0,0,62,21667.8,30392.661,26455.22,16606.931,21653.66585714286,14187.204371486303,21086.32378571429,12655.173679124393,18846.779833333338,11497.6427803644,92
2010-03-04,29966.35,2010,1,3,March,9,4,3,Thursday,0,0,0,63,31849.7,44604.16,35737.24,19532.03,19562.550142857148,10950.089718154364,20674.11735714286,12228.029568691256,19194.590500000002,11675.532921081081,93
2010-03-05,25361.64,2010,1,3,March,9,5,4,Friday,0,0,0,64,29966.35,12778.641,18931.99,17230.061,21360.12142857143,10680.324364892394,21133.378071428575,12278.205105211759,19465.64313333334,11722.646868089852,94
2010-03-06,0.0,2010,1,3,March,9,6,5,Saturday,1,0,0,65,25361.64,0.0,0.0,22486.010000000002,21360.12142857143,10680.324364892394,21133.378071428575,12278.205105211759,18716.10946666667,12230.723980157503,95
2010-03-07,19034.6,2010,1,3,March,9,7,6,Sunday,1,0,0,66,0.0,16741.49,11394.731,19420.74,21687.70857142857,10549.416030634784,21679.083000000002,11978.187471456833,18703.238133333336,12230.16004234509,96
2010-03-08,26605.58,2010,1,3,March,10,8,0,Monday,0,0,0,67,19034.6,23933.87,26336.24,0.0,22069.38142857143,10691.59771783498,21698.321571428572,11986.45631846878,19590.0908,11783.636061276911,97
2010-03-09,19665.69,2010,1,3,March,10,9,1,Tuesday,0,0,0,68,26605.58,21667.8,20840.010000000002,17023.920000000002,21783.365714285716,10730.83874073823,21614.441571428575,11997.028947455801,19678.149800000003,11773.664558511262,98
2010-03-10,22905.79,2010,1,3,March,10,10,2,Wednesday,0,0,0,69,19665.69,31849.7,30392.661,13016.04,20505.66428571429,9826.889167142115,21079.66507142857,11739.741145481003,20007.808133333332,11719.023515760231,99
2010-03-11,21537.09,2010,1,3,March,10,11,3,Thursday,0,0,0,70,22905.79,29966.35,44604.16,18398.260000000002,19301.484285714287,8951.865938940424,19432.017214285715,9609.613598181153,20112.4358,11718.169655386979,100
2010-03-12,19123.05,2010,1,3,March,10,12,4,Friday,0,0,0,71,21537.09,25361.64,12778.641,6082.34,18410.257142857146,8549.481207499684,19885.18928571429,9419.430377619554,20547.12613333333,11417.7963445875,101
2010-03-13,0.0,2010,1,3,March,10,13,5,Saturday,1,0,0,72,19123.05,0.0,0.0,15061.87,18410.257142857146,8549.481207499684,19885.18928571429,9419.430377619554,20045.0638,11984.40148192939,102
2010-03-14,8947.9,2010,1,3,March,10,14,6,Sunday,1,0,0,73,0.0,19034.6,16741.49,9728.960000000001,16969.300000000003,9248.186036436176,19328.504285714287,9840.405594267311,20019.028466666667,12008.409695675018,103
2010-03-15,20536.681,2010,1,3,March,11,15,0,Monday,0,0,0,74,8947.9,26605.58,23933.87,0.0,16102.314428571432,8443.73867510222,19085.847928571427,9759.6599778385,20703.5845,11397.675434005643,104
2010-03-16,21048.78,2010,1,3,March,11,16,1,Tuesday,0,0,0,75,20536.681,19665.69,21667.8,17772.19,16299.898714285717,8556.449187767159,19041.632214285717,9748.458548310738,20812.804166666665,11384.307668771324,105
2010-03-17,29543.78,2010,1,3,March,11,17,2,Wednesday,0,0,0,76,21048.78,22905.79,31849.7,42318.211,17248.183,9701.75951776048,18876.923642857142,9532.496951950241,20386.9898,10774.777782346366,106
2010-03-18,37570.75,2010,1,3,March,11,18,3,Thursday,0,0,0,77,29543.78,21537.09,29966.35,25669.010000000002,19538.705857142857,12400.479614003643,19420.095071428572,10390.986293363605,20783.714466666668,11187.183884793076,107
2010-03-19,35274.3,2010,1,3,March,11,19,4,Friday,0,0,0,78,37570.75,19123.05,25361.64,26455.22,21846.027285714288,13740.45969608155,20128.142214285715,11137.873630521657,21077.6838,11454.043059577558,108
2010-03-20,0.0,2010,1,3,March,11,20,5,Saturday,1,0,0,79,35274.3,0.0,0.0,35737.24,21846.027285714288,13740.45969608155,20128.142214285715,11137.873630521657,19886.442466666667,11731.849457152834,109
2010-03-21,20485.48,2010,1,3,March,11,21,6,Sunday,1,0,0,80,0.0,8947.9,19034.6,18931.99,23494.253000000004,12578.250152276067,20231.776500000004,11133.665067744636,19938.225466666667,11730.919770148499,110
2010-03-22,21494.16,2010,1,3,March,12,22,0,Monday,0,0,0,81,20485.48,20536.681,26605.58,0.0,23631.035714285714,12545.89198805975,19866.67507142857,10991.474060273873,20654.69746666667,11111.205922734705,111
2010-03-23,41826.29,2010,1,3,March,12,23,1,Tuesday,0,0,0,82,21494.16,21048.78,19665.69,11394.731,26599.25142857143,14184.049356692218,21449.575071428575,12458.141623674657,21669.082766666666,11614.390657481259,112
2010-03-24,25970.5,2010,1,3,March,12,24,2,Wednesday,0,0,0,83,41826.29,29543.78,22905.79,26336.24,26088.782857142858,14124.591850342336,21668.482928571433,12512.504872802172,21656.891433333334,11609.513659226686,113
2010-03-25,30503.38,2010,1,3,March,12,25,3,Thursday,0,0,0,84,25970.5,37570.75,21537.09,20840.010000000002,25079.158571428572,13401.133532332788,22308.932214285716,12732.791719474464,21979.00376666667,11719.603071916306,114
2010-03-26,29867.35,2010,1,3,March,12,26,4,Friday,0,0,0,85,30503.38,35274.3,19123.05,30392.661,24306.737142857142,12860.480188503478,23076.382214285717,12849.261952869054,21961.4934,11706.984311768076,115
2010-03-27,0.0,2010,1,3,March,12,27,5,Saturday,1,0,0,86,29867.35,0.0,0.0,44604.16,24306.737142857146,12860.480188503478,23076.382214285717,12849.261952869054,20474.688066666666,11563.691850559466,116
2010-03-28,22402.0,2010,1,3,March,12,28,6,Sunday,1,0,0,87,0.0,20485.48,8947.9,12778.641,24580.52571428572,12785.753792352716,24037.389357142856,12197.910353907946,20795.4667,11475.984714888216,117
2010-03-29,31740.38,2010,1,3,March,13,29,0,Monday,0,0,0,88,22402.0,21494.16,20536.681,0.0,26044.271428571432,12958.86440298484,24837.653571428575,12317.506014707176,21853.47936666667,10943.438433841318,118
2010-03-30,33524.51,2010,1,3,March,13,30,1,Tuesday,0,0,0,89,31740.38,41826.29,21048.78,16741.49,24858.302857142855,11580.365627642785,25728.777142857143,12472.618940602164,22412.913366666668,11100.944393891086,119
2010-03-31,24591.07,2010,1,3,March,13,31,2,Wednesday,0,0,1,90,33524.51,25970.5,29543.78,23933.87,24661.24142857143,11570.017335684835,25375.012142857147,12426.240651190317,22434.82003333333,11104.697183887167,120
2010-04-01,28646.66,2010,2,4,April,13,1,3,Thursday,0,1,0,91,24591.07,30503.38,37570.75,21667.8,24395.995714285713,11434.24897670278,24737.577142857142,11973.136816315358,22667.4487,11161.031098042075,121
2010-04-02,0.0,2010,2,4,April,13,2,4,Friday,0,0,0,92,28646.66,29867.35,35274.3,31849.7,20129.23142857143,14272.609226826076,22217.984285714287,13230.722952218031,21605.79203333333,11756.40087615789,122
2010-04-03,0.0,2010,2,4,April,13,3,5,Saturday,1,0,0,93,0.0,0.0,0.0,29966.35,20129.23142857143,14272.609226826076,22217.984285714287,13230.722952218031,20606.913699999997,12282.808938816193,123
2010-04-04,0.0,2010,2,4,April,13,4,6,Sunday,1,0,0,94,0.0,22402.0,20485.48,25361.64,16928.945714285717,16075.716288885184,20754.735714285714,14508.18944642523,19761.5257,12805.913923856517,124
2010-04-05,0.0,2010,2,4,April,14,5,0,Monday,0,0,0,95,0.0,31740.38,21494.16,0.0,12394.605714285717,15673.017513933355,19219.43857142857,15525.538952699255,19761.5257,12805.913923856517,125
2010-04-06,17900.83,2010,2,4,April,14,6,1,Tuesday,0,0,0,96,0.0,33524.51,41826.29,19034.6,10162.651428571431,13056.512928923532,17510.477142857144,14096.731715552634,19723.733366666664,12809.805553226039,126
2010-04-07,32146.75,2010,2,4,April,14,7,2,Wednesday,0,0,0,97,17900.83,24591.07,25970.5,26605.58,11242.034285714288,14661.74748133597,17951.637857142858,14473.46581035907,19908.439033333332,12951.621486451098,127
2010-04-08,39866.6,2010,2,4,April,14,8,3,Thursday,0,0,0,98,32146.75,28646.66,30503.38,19665.69,12844.882857142858,17263.94091990268,18620.43928571429,15291.307141684443,20581.8027,13453.95362731373,128
2010-04-09,14668.53,2010,2,4,April,14,9,4,Friday,0,0,0,99,39866.6,0.0,29867.35,22905.79,14940.387142857144,16308.784148034774,17534.809285714287,14967.496205876574,20307.227366666666,13488.898764661219,129
2010-04-10,0.0,2010,2,4,April,14,10,5,Saturday,1,0,0,100,14668.53,0.0,0.0,21537.09,14940.387142857144,16308.784148034774,17534.809285714287,14967.496205876574,19589.324366666664,13985.17772786288,130
2010-04-11,19732.05,2010,2,4,April,14,11,6,Sunday,1,0,0,101,0.0,0.0,22402.0,19123.05,17759.25142857143,14944.238222206159,17344.098571428574,14917.636407914997,19609.624366666667,13984.919565607517,131
2010-04-12,25912.471,2010,2,4,April,15,12,0,Monday,0,0,0,102,19732.05,0.0,31740.38,0.0,21461.033,12878.555863081192,16927.81935714286,14562.080466610181,20473.3734,13524.649168173199,132
2010-04-13,25736.04,2010,2,4,April,15,13,1,Tuesday,0,0,0,103,25912.471,17900.83,33524.51,8947.9,22580.348714285716,12858.031034351834,16371.500071428572,14017.862703981364,21032.97806666667,13377.841070736786,133
2010-04-14,27054.25,2010,2,4,April,15,14,2,Wednesday,0,0,0,104,25736.04,32146.75,24591.07,20536.681,21852.848714285716,12361.018956698306,16547.4415,14143.855999792933,21250.23036666667,13422.35110676369,134
2010-04-15,19538.34,2010,2,4,April,15,15,3,Thursday,0,0,0,105,27054.25,39866.6,28646.66,21048.78,18948.811571428574,9474.495861719182,15896.847214285715,13748.457753059276,21199.88236666667,13425.965201940899,135
2010-04-16,19363.82,2010,2,4,April,15,16,4,Friday,0,0,0,106,19538.34,14668.53,0.0,29543.78,19619.56728571429,9285.279210213597,17279.977214285715,12978.64709740125,20860.550366666666,13336.152339722295,136
2010-04-17,0.0,2010,2,4,April,15,17,5,Saturday,1,0,0,107,19363.82,0.0,0.0,37570.75,19619.56728571429,9285.279210213597,17279.977214285715,12978.64709740125,19608.192033333333,13476.180219036327,137
2010-04-18,23934.46,2010,2,4,April,15,18,6,Sunday,1,0,0,108,0.0,19732.05,0.0,35274.3,20219.911571428576,9428.51361575446,18989.5815,12072.074321317401,19230.19736666667,13177.330091980893,138
2010-04-19,24561.04,2010,2,4,April,16,19,0,Monday,0,0,0,109,23934.46,25912.471,0.0,0.0,20026.850000000002,9305.558086504,20743.941499999997,10819.863349023422,20048.8987,12695.54369068694,139
2010-04-20,21202.35,2010,2,4,April,16,20,1,Tuesday,0,0,0,110,24561.04,25736.04,17900.83,20485.48,19379.18,8994.545408184893,20979.764357142856,10789.065116204642,20072.794366666665,12697.068321746,140
2010-04-21,25873.86,2010,2,4,April,16,21,2,Wednesday,0,0,0,111,21202.35,27054.25,32146.75,21494.16,19210.552857142862,8836.347337406469,20531.70078571429,10413.345687807867,20218.78436666667,12739.083852813108,141
2010-04-22,35741.2,2010,2,4,April,16,22,3,Thursday,0,0,0,112,25873.86,19538.34,39866.6,41826.29,21525.247142857144,10833.100423394822,20237.02935714286,9868.2314314111,20015.948033333334,12427.819564793588,142
2010-04-23,14969.64,2010,2,4,April,16,23,4,Friday,0,0,0,113,35741.2,19363.82,14668.53,25970.5,20897.507142857146,11103.169246244835,20258.537214285716,9855.481176673473,19649.2527,12408.346532622667,143
2010-04-24,0.0,2010,2,4,April,16,24,5,Saturday,1,0,0,114,14969.64,0.0,0.0,30503.38,20897.507142857146,11103.169246244835,20258.537214285716,9855.481176673473,18632.473366666665,12733.760032480126,144
2010-04-25,16574.53,2010,2,4,April,16,25,6,Sunday,1,0,0,115,0.0,23934.46,19732.05,29867.35,19846.088571428576,11116.121067315444,20033.00007142857,9904.463648887478,18189.379366666668,12559.422073141312,145
2010-04-26,29734.03,2010,2,4,April,17,26,0,Monday,0,0,0,116,16574.53,24561.04,25912.471,0.0,20585.087142857144,11641.3535295539,20305.96857142857,10129.081666495527,19180.5137,12243.771703123195,146
2010-04-27,43534.06,2010,2,4,April,17,27,1,Tuesday,0,0,0,117,29734.03,21202.35,25736.04,22402.0,23775.33142857143,14538.210593385083,21577.255714285715,11836.092137010222,19884.9157,13018.84601870641,147
2010-04-28,31181.87,2010,2,4,April,17,28,2,Wednesday,0,0,0,118,43534.06,25873.86,27054.25,31740.38,24533.618571428575,14801.944687852594,21872.085714285717,12032.78919309918,19866.2987,13001.696100246634,148
2010-04-29,29575.671000000002,2010,2,4,April,17,29,3,Thursday,0,0,0,119,31181.87,35741.2,19538.34,33524.51,23652.828714285715,14194.877450808144,22589.03792857143,12181.154345519199,19734.670733333332,12878.054495265998,149
2010-04-30,24532.95,2010,2,4,April,17,30,4,Friday,0,0,1,120,29575.671000000002,14969.64,19363.82,24591.07,25019.015857142862,13670.398989088802,22958.2615,12154.18564900613,19732.733400000005,12877.30307140812,150
2010-05-01,0.0,2010,2,5,May,17,1,5,Saturday,1,1,0,121,24532.95,0.0,0.0,28646.66,25019.015857142862,13670.398989088802,22958.2615,12154.18564900613,18777.84473333333,13250.23279747014,151
2010-05-02,12342.17,2010,2,5,May,17,2,6,Sunday,1,0,0,122,0.0,16574.53,23934.46,0.0,24414.393000000004,14189.861104699004,22130.240785714286,12473.247536090214,19189.2504,12832.104437019343,152
2010-05-03,0.0,2010,2,5,May,18,3,0,Monday,0,0,0,123,12342.17,29734.03,24561.04,0.0,20166.67442857143,16580.989140861308,20375.880785714286,13765.381940367843,19189.2504,12832.104437019343,153
2010-05-04,18945.33,2010,2,5,May,18,4,1,Tuesday,0,0,0,124,0.0,43534.06,21202.35,0.0,16653.998714285717,13029.8371976874,20214.66507142857,13768.174496702826,19820.7614,12310.763731803801,154
